ts_close_iso,timeframe,symbol,btc_symbol,close_alt,close_btc,ratio,z,z_window,dp6h,dp12h,atr_ratio,qv_24h,vol_surge_mult,mom,breadth,universe_n,top_n,in_cands,pairs_signal
2025-08-12 12:48:00 UTC,1h,BANANA-USDT,BTC-USDT,25.4,118947.9,0.0002135388687,,30,0.0275081,0.0139721,0.0160011,9.52398e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BANANAS31-USDT,BTC-USDT,0.007106,118947.9,5.974044098e-08,,30,-0.00252667,-0.0197269,0.0187869,5.66514e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BANK-USDT,BTC-USDT,0.066811,118947.9,5.616828881e-07,,30,0.0562336,0.0703975,0.0289431,6.68619e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BAT-USDT,BTC-USDT,0.1489,118947.9,1.251808565e-06,,30,0.0143052,0,0.0118008,464673,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BB-USDT,BTC-USDT,0.12538,118947.9,1.054074935e-06,,30,0.0424011,0.000558615,0.0221327,9.62797e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BCH-USDT,BTC-USDT,595.49,118947.9,0.005006309485,,30,0.0085017,0.00800664,0.0107115,3.21035e+07,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BDXN-USDT,BTC-USDT,0.0402,118947.9,3.379630914e-07,,30,-0.012285,-0.0473934,0.021855,6.56762e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BEAM-USDT,BTC-USDT,0.008169,118947.9,6.867712671e-08,,30,0.0436949,0.0257408,0.0166483,2.10086e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BERA-USDT,BTC-USDT,1.953,118947.9,1.641895317e-05,,30,0.00878099,-0.00610687,0.0135689,6.84005e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BID-USDT,BTC-USDT,0.06786,118947.9,5.705018752e-07,,30,0.00548229,-0.0226127,0.0222412,2.54252e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BIGTIME-USDT,BTC-USDT,0.05876,118947.9,4.939977923e-07,,30,0.0228024,0.00789022,0.012861,2.07483e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BIO-USDT,BTC-USDT,0.1233,118947.9,1.036588288e-06,,30,-0.0369445,-0.0291339,0.0482447,2.04061e+07,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BLAST-USDT,BTC-USDT,0.003063,118947.9,2.575076987e-08,,30,-0.00162973,-0.0144788,0.0160907,543984,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BLUR-USDT,BTC-USDT,0.08397,118947.9,7.05939323e-07,,30,0.016586,0.00901226,0.0141462,4.61155e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BMT-USDT,BTC-USDT,0.08174,118947.9,6.871916192e-07,,30,-0.0019536,-0.00969227,0.0149953,2.05433e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BNB-USDT,BTC-USDT,810.85,118947.9,0.006816850066,,30,0.00497001,-0.00367394,0.00772998,3.47142e+07,0,0,0.556818,465,4,0,HOLD
