equity_end,trades,profit_factor,max_drawdown_%,win_rate_%,w_rsi,w_stoch,w_mfi,w_hcp
207.56314718052928,45,1.31793527912773,-6.0150807349158235,73.33333333333333,0.4,0.3,0.1,0.0
204.5510944094301,34,1.2548645177114441,-6.0093136047129185,70.58823529411765,0.4,0.2,0.2,0.0
204.4286844017664,41,1.2147953222522163,-6.7560605232769415,68.29268292682927,0.4,0.2,0.2,0.1
