ts,symbol,side,dir,entry_price,notional,sl,tp,z,bracket_mode
2025-08-12 20:49:53 UTC,HIFI-USDT,OPEN,SHORT,0.11462,20.0,0.11932165966196381,0.10521668067607236,3.221908036741978,software
2025-08-12 20:49:54 UTC,SPK-USDT,OPEN,LONG,0.09207,20.0,0.08895822648083623,0.09829354703832752,-2.6107059311206084,software
2025-08-12 20:49:55 UTC,MLN-USDT,OPEN,SHORT,9.749,20.0,10.03075637176997,9.185487256460062,2.3811058922614925,software
