equity_end,trades,profit_factor,max_drawdown_%,win_rate_%,w_rsi,w_stoch,w_mfi,w_hcp
201.55636983840188,35,1.0827702533499977,-11.87144447688312,54.285714285714285,0.4,0.2,0.2,0.0
200.41050311848235,38,1.0420064345595754,-10.639288584055006,57.89473684210527,0.4,0.2,0.2,0.1
198.63855927490712,38,0.9799806764501133,-11.40361115651235,57.89473684210527,0.4,0.3,0.1,0.0
