equity_start,equity_end,trades,profit_factor,win_rate_%,elapsed_sec,max_dd_frac,max_dd_%,monotonicity_sign,monotonicity_mag
100.0,198.7622123514572,59,1.979475342791662,42.3728813559322,6.563066482543945,-0.14635311644846882,-14.635311644846883,-0.15254237288135594,0.32874087888034803
