ts,open,high,low,close,volume
2025-08-03 23:00:00+00:00,3501.69,3520.0,3494.34,3495.19,14604.76
2025-08-04 00:00:00+00:00,3495.19,3550.66,3489.38,3544.42,27479.95
2025-08-04 01:00:00+00:00,3544.42,3557.08,3532.51,3536.13,20782.77
2025-08-04 02:00:00+00:00,3536.11,3570.42,3523.0,3570.11,25873.39
2025-08-04 03:00:00+00:00,3570.09,3574.91,3553.05,3555.06,12444.53
2025-08-04 04:00:00+00:00,3555.04,3563.96,3534.48,3538.33,16620.23
2025-08-04 05:00:00+00:00,3538.33,3540.0,3522.65,3532.04,12533.5
2025-08-04 06:00:00+00:00,3532.04,3540.27,3519.3,3537.28,15061.04
2025-08-04 07:00:00+00:00,3537.3,3552.71,3534.84,3550.75,13636.38
2025-08-04 08:00:00+00:00,3550.82,3563.1,3540.22,3549.02,19687.71
2025-08-04 09:00:00+00:00,3549.13,3562.0,3543.52,3545.55,10884.42
2025-08-04 10:00:00+00:00,3545.58,3573.29,3543.25,3553.15,13210.51
2025-08-04 11:00:00+00:00,3553.15,3564.87,3548.26,3554.15,8623.77
2025-08-04 12:00:00+00:00,3554.03,3571.67,3549.25,3568.73,12636.34
2025-08-04 13:00:00+00:00,3568.78,3619.78,3558.44,3619.72,55907.54
2025-08-04 14:00:00+00:00,3619.7,3664.09,3616.23,3637.87,77121.37
2025-08-04 15:00:00+00:00,3637.83,3655.59,3632.4,3646.8,18250.46
2025-08-04 16:00:00+00:00,3646.78,3697.22,3646.75,3683.32,39970.99
2025-08-04 17:00:00+00:00,3683.32,3716.76,3676.67,3679.9,35693.62
2025-08-04 18:00:00+00:00,3679.8,3692.13,3669.29,3674.27,14449.09
2025-08-04 19:00:00+00:00,3674.9,3686.63,3664.44,3668.17,11043.6
2025-08-04 20:00:00+00:00,3668.39,3710.89,3659.75,3698.34,21346.97
2025-08-04 21:00:00+00:00,3698.32,3730.84,3697.22,3708.01,15853.11
2025-08-04 22:00:00+00:00,3708.55,3735.75,3708.5,3730.79,14352.83
2025-08-04 23:00:00+00:00,3730.81,3731.67,3707.12,3719.27,10155.73
2025-08-05 00:00:00+00:00,3719.27,3719.93,3691.86,3695.53,17080.85
2025-08-05 01:00:00+00:00,3695.53,3704.92,3676.59,3678.73,15646.67
2025-08-05 02:00:00+00:00,3678.73,3686.57,3671.1,3678.88,8530.28
2025-08-05 03:00:00+00:00,3678.86,3679.99,3646.89,3650.5,19352.52
2025-08-05 04:00:00+00:00,3650.5,3666.78,3643.13,3647.65,14939.02
2025-08-05 05:00:00+00:00,3647.64,3667.0,3645.56,3662.79,12514.33
2025-08-05 06:00:00+00:00,3662.77,3678.0,3633.51,3649.4,24673.19
2025-08-05 07:00:00+00:00,3649.06,3655.66,3600.0,3611.94,37390.07
2025-08-05 08:00:00+00:00,3611.96,3636.32,3606.7,3633.4,18557.61
2025-08-05 09:00:00+00:00,3633.42,3665.08,3632.03,3659.05,18673.21
2025-08-05 10:00:00+00:00,3659.03,3692.47,3652.07,3681.09,21649.61
2025-08-05 11:00:00+00:00,3681.12,3684.65,3660.09,3672.47,15575.14
2025-08-05 12:00:00+00:00,3672.47,3678.78,3608.1,3626.94,38153.22
2025-08-05 13:00:00+00:00,3626.73,3657.0,3616.31,3645.36,27133.99
2025-08-05 14:00:00+00:00,3644.59,3646.07,3557.52,3576.48,83186.55
2025-08-05 15:00:00+00:00,3576.46,3596.0,3555.01,3568.74,38039.14
2025-08-05 16:00:00+00:00,3568.76,3592.77,3562.01,3575.96,26379.99
2025-08-05 17:00:00+00:00,3575.98,3607.36,3575.01,3603.84,17402.17
2025-08-05 18:00:00+00:00,3603.75,3611.14,3565.89,3586.14,15743.84
2025-08-05 19:00:00+00:00,3586.14,3592.97,3557.68,3570.13,10958.59
2025-08-05 20:00:00+00:00,3570.15,3596.04,3570.15,3575.09,10679.36
2025-08-05 21:00:00+00:00,3575.11,3589.3,3568.08,3573.79,7232.87
2025-08-05 22:00:00+00:00,3573.79,3597.65,3543.96,3595.41,31564.86
2025-08-05 23:00:00+00:00,3595.34,3622.5,3591.91,3610.09,15631.84
2025-08-06 00:00:00+00:00,3610.07,3612.41,3569.11,3575.18,22469.15
2025-08-06 01:00:00+00:00,3574.78,3592.76,3562.44,3590.84,21053.99
2025-08-06 02:00:00+00:00,3590.66,3595.0,3572.65,3591.12,14252.13
2025-08-06 03:00:00+00:00,3591.1,3593.46,3570.4,3582.13,9595.21
2025-08-06 04:00:00+00:00,3582.13,3583.62,3568.42,3572.29,5897.47
2025-08-06 05:00:00+00:00,3572.27,3661.08,3568.03,3636.28,41718.99
2025-08-06 06:00:00+00:00,3636.99,3643.63,3615.73,3631.09,17029.3
2025-08-06 07:00:00+00:00,3631.09,3647.49,3623.14,3638.52,12992.9
2025-08-06 08:00:00+00:00,3638.34,3642.13,3608.06,3620.97,15064.75
2025-08-06 09:00:00+00:00,3620.97,3643.86,3615.12,3626.14,12661.27
2025-08-06 10:00:00+00:00,3626.16,3632.53,3610.17,3615.03,12685.6
2025-08-06 11:00:00+00:00,3615.06,3629.8,3608.42,3618.23,7765.49
2025-08-06 12:00:00+00:00,3618.25,3622.46,3577.27,3583.09,24285.66
2025-08-06 13:00:00+00:00,3583.08,3603.49,3572.43,3601.22,27079.02
2025-08-06 14:00:00+00:00,3601.22,3635.32,3586.09,3634.6,35031.88
2025-08-06 15:00:00+00:00,3635.31,3668.92,3618.62,3662.9,27310.87
2025-08-06 16:00:00+00:00,3663.62,3673.09,3639.21,3643.62,24114.01
2025-08-06 17:00:00+00:00,3643.64,3683.01,3636.66,3680.63,14110.38
2025-08-06 18:00:00+00:00,3680.63,3697.74,3671.21,3675.7,18237.72
2025-08-06 19:00:00+00:00,3675.67,3684.75,3668.02,3682.07,8060.26
2025-08-06 20:00:00+00:00,3682.04,3682.04,3665.21,3672.76,5798.67
2025-08-06 21:00:00+00:00,3672.78,3683.79,3652.0,3668.57,25844.14
2025-08-06 22:00:00+00:00,3668.57,3681.46,3664.28,3680.92,13148.48
2025-08-06 23:00:00+00:00,3680.92,3684.45,3671.9,3681.23,6662.27
2025-08-07 00:00:00+00:00,3681.25,3681.88,3662.17,3672.87,14677.97
2025-08-07 01:00:00+00:00,3672.85,3715.76,3665.3,3665.86,24035.6
2025-08-07 02:00:00+00:00,3665.78,3676.79,3648.83,3657.63,18475.05
2025-08-07 03:00:00+00:00,3657.63,3662.9,3646.13,3655.25,13165.07
2025-08-07 04:00:00+00:00,3655.25,3668.6,3653.44,3660.4,7209.01
2025-08-07 05:00:00+00:00,3660.42,3687.29,3657.31,3685.89,10657.61
2025-08-07 06:00:00+00:00,3685.9,3709.67,3684.87,3693.57,17136.51
2025-08-07 07:00:00+00:00,3693.63,3708.47,3692.35,3701.05,10118.58
2025-08-07 08:00:00+00:00,3701.17,3726.0,3700.87,3720.06,25288.41
2025-08-07 09:00:00+00:00,3720.04,3732.44,3713.39,3730.11,14487.83
2025-08-07 10:00:00+00:00,3730.11,3825.85,3728.0,3819.17,78721.22
2025-08-07 11:00:00+00:00,3819.31,3841.9,3805.27,3825.52,37166.94
2025-08-07 12:00:00+00:00,3825.56,3850.0,3822.86,3848.07,31132.64
2025-08-07 13:00:00+00:00,3848.18,3864.58,3825.43,3856.07,36205.85
2025-08-07 14:00:00+00:00,3856.07,3858.0,3802.3,3817.5,36658.69
2025-08-07 15:00:00+00:00,3818.33,3838.68,3812.84,3834.88,20167.92
2025-08-07 16:00:00+00:00,3834.88,3841.25,3778.64,3813.2,35465.01
2025-08-07 17:00:00+00:00,3813.22,3832.39,3803.0,3827.87,17494.01
2025-08-07 18:00:00+00:00,3827.98,3829.0,3806.92,3825.66,9600.61
2025-08-07 19:00:00+00:00,3825.66,3875.37,3820.27,3865.68,29692.21
2025-08-07 20:00:00+00:00,3865.7,3879.5,3849.5,3872.58,15588.46
2025-08-07 21:00:00+00:00,3872.74,3885.0,3856.98,3869.51,13390.0
2025-08-07 22:00:00+00:00,3869.53,3926.25,3866.34,3914.92,30708.42
2025-08-07 23:00:00+00:00,3914.92,3916.6,3887.62,3908.38,18859.86
2025-08-08 00:00:00+00:00,3908.4,3935.93,3881.0,3898.49,35057.59
2025-08-08 01:00:00+00:00,3898.51,3916.6,3879.57,3885.99,20196.43
2025-08-08 02:00:00+00:00,3885.97,3904.0,3878.15,3892.23,11588.78
2025-08-08 03:00:00+00:00,3892.25,3968.69,3891.0,3938.03,37713.66
2025-08-08 04:00:00+00:00,3938.01,3938.78,3914.48,3919.58,12388.81
2025-08-08 05:00:00+00:00,3919.56,3919.79,3893.29,3900.27,13102.68
2025-08-08 06:00:00+00:00,3900.11,3919.17,3893.81,3913.5,11207.27
2025-08-08 07:00:00+00:00,3913.51,3927.29,3899.07,3914.75,11022.36
2025-08-08 08:00:00+00:00,3914.75,3926.56,3885.01,3897.25,17084.95
2025-08-08 09:00:00+00:00,3897.25,3901.29,3883.21,3899.01,9956.87
2025-08-08 10:00:00+00:00,3899.01,3907.43,3885.39,3896.15,7647.99
2025-08-08 11:00:00+00:00,3896.17,3919.36,3895.82,3916.51,12560.26
2025-08-08 12:00:00+00:00,3916.49,3916.63,3890.82,3890.83,14543.78
2025-08-08 13:00:00+00:00,3890.82,4012.0,3889.93,3999.14,66203.34
2025-08-08 14:00:00+00:00,3999.02,4005.0,3940.43,3983.53,65214.61
2025-08-08 15:00:00+00:00,3983.55,3987.45,3925.34,3953.22,35321.9
2025-08-08 16:00:00+00:00,3953.24,3976.0,3949.18,3969.42,22096.51
2025-08-08 17:00:00+00:00,3969.41,4034.31,3966.62,4032.28,45697.54
2025-08-08 18:00:00+00:00,4032.33,4057.23,4029.18,4055.92,36778.05
2025-08-08 19:00:00+00:00,4055.93,4065.0,4030.06,4059.98,20236.0
2025-08-08 20:00:00+00:00,4060.12,4071.56,4044.5,4056.78,15740.88
2025-08-08 21:00:00+00:00,4056.76,4058.0,4036.93,4036.93,8140.21
2025-08-08 22:00:00+00:00,4036.95,4038.3,4017.87,4024.25,15232.23
2025-08-08 23:00:00+00:00,4024.23,4031.9,4006.03,4009.27,11034.33
2025-08-09 00:00:00+00:00,4009.27,4025.51,4006.0,4015.99,10320.75
2025-08-09 01:00:00+00:00,4016.0,4036.4,4009.39,4031.56,9523.15
2025-08-09 02:00:00+00:00,4031.41,4037.28,4023.69,4030.77,6926.15
2025-08-09 03:00:00+00:00,4030.79,4050.33,4024.2,4049.22,15717.9
2025-08-09 04:00:00+00:00,4049.2,4100.2,4043.04,4079.24,41251.55
2025-08-09 05:00:00+00:00,4079.28,4215.07,4074.14,4181.47,102302.03
2025-08-09 06:00:00+00:00,4181.45,4183.2,4143.36,4161.93,33011.19
2025-08-09 07:00:00+00:00,4161.91,4176.28,4155.77,4170.15,10485.37
2025-08-09 08:00:00+00:00,4170.15,4202.54,4166.47,4189.36,24564.96
2025-08-09 09:00:00+00:00,4189.36,4238.73,4172.57,4218.43,39867.01
2025-08-09 10:00:00+00:00,4218.43,4246.2,4212.5,4216.48,35204.14
2025-08-09 11:00:00+00:00,4216.58,4219.0,4185.1,4189.61,20979.65
2025-08-09 12:00:00+00:00,4189.61,4206.54,4181.42,4195.37,23589.76
2025-08-09 13:00:00+00:00,4195.37,4199.06,4163.71,4165.5,28800.11
2025-08-09 14:00:00+00:00,4165.51,4197.96,4153.37,4195.75,22528.51
2025-08-09 15:00:00+00:00,4195.75,4226.64,4171.52,4207.99,33617.58
2025-08-09 16:00:00+00:00,4208.0,4225.52,4192.77,4206.91,18599.27
2025-08-09 17:00:00+00:00,4206.91,4239.32,4199.24,4234.05,17325.89
2025-08-09 18:00:00+00:00,4234.05,4255.37,4220.01,4241.67,22996.7
2025-08-09 19:00:00+00:00,4241.67,4271.51,4236.42,4257.79,19895.02
2025-08-09 20:00:00+00:00,4257.74,4293.0,4256.0,4290.33,29607.2
2025-08-09 21:00:00+00:00,4290.68,4300.0,4262.17,4277.8,24183.31
2025-08-09 22:00:00+00:00,4277.69,4327.74,4243.78,4264.54,36778.95
2025-08-09 23:00:00+00:00,4264.54,4275.65,4248.11,4260.61,13941.49
2025-08-10 00:00:00+00:00,4260.63,4333.0,4248.96,4310.63,25761.07
2025-08-10 01:00:00+00:00,4310.53,4322.99,4287.7,4300.77,24225.84
2025-08-10 02:00:00+00:00,4300.85,4304.99,4246.12,4246.13,33917.53
2025-08-10 03:00:00+00:00,4246.12,4256.78,4207.04,4242.22,39433.83
2025-08-10 04:00:00+00:00,4242.2,4264.0,4226.48,4256.78,17274.38
