ts,open,high,low,close,volume
2025-08-07 13:00:00+00:00,172.362,172.581,171.22,171.64,114104.0
2025-08-07 14:00:00+00:00,171.63,171.683,169.853,170.148,156944.0
2025-08-07 15:00:00+00:00,170.216,170.729,169.618,170.393,141548.0
2025-08-07 16:00:00+00:00,170.397,170.49,166.943,168.122,161866.0
2025-08-07 17:00:00+00:00,168.115,169.421,167.882,169.299,121749.0
2025-08-07 18:00:00+00:00,169.291,169.83,168.668,169.759,84383.0
2025-08-07 19:00:00+00:00,169.751,171.799,169.721,171.658,110959.0
2025-08-07 20:00:00+00:00,171.645,173.084,171.433,172.858,101161.0
2025-08-07 21:00:00+00:00,172.865,174.112,172.441,173.469,132484.0
2025-08-07 22:00:00+00:00,173.469,175.093,173.452,174.996,119139.0
2025-08-07 23:00:00+00:00,174.996,175.423,174.283,175.286,100783.0
2025-08-08 00:00:00+00:00,175.286,175.496,173.542,174.212,128948.0
2025-08-08 01:00:00+00:00,174.205,174.743,173.329,174.453,105766.0
2025-08-08 02:00:00+00:00,174.453,175.182,173.76,174.714,103364.0
2025-08-08 03:00:00+00:00,174.697,175.826,174.399,174.621,149395.0
2025-08-08 04:00:00+00:00,174.609,175.101,173.845,174.292,90442.0
2025-08-08 05:00:00+00:00,174.292,174.688,174.001,174.122,78854.0
2025-08-08 06:00:00+00:00,174.122,174.999,173.771,174.985,88222.0
2025-08-08 07:00:00+00:00,174.992,177.774,174.222,177.062,131235.0
2025-08-08 08:00:00+00:00,177.062,177.724,174.797,175.299,129482.0
2025-08-08 09:00:00+00:00,175.299,176.085,174.941,175.982,91600.0
2025-08-08 10:00:00+00:00,175.968,176.937,175.628,176.57,94094.0
2025-08-08 11:00:00+00:00,176.559,177.827,176.481,177.584,97290.0
2025-08-08 12:00:00+00:00,177.593,177.593,176.023,176.362,100713.0
2025-08-08 13:00:00+00:00,176.361,178.708,175.389,178.538,150783.0
2025-08-08 14:00:00+00:00,178.553,179.033,175.335,176.373,185098.0
2025-08-08 15:00:00+00:00,176.373,176.564,174.131,175.103,139085.0
2025-08-08 16:00:00+00:00,175.114,176.251,175.103,175.814,108283.0
2025-08-08 17:00:00+00:00,175.79,179.3,175.487,179.3,143320.0
2025-08-08 18:00:00+00:00,179.3,179.616,177.135,177.478,158160.0
2025-08-08 19:00:00+00:00,177.497,178.429,177.335,178.416,92885.0
2025-08-08 20:00:00+00:00,178.416,178.68,177.174,178.188,85274.0
2025-08-08 21:00:00+00:00,178.171,178.491,177.335,177.529,89109.0
2025-08-08 22:00:00+00:00,177.53,177.992,176.969,177.547,85193.0
2025-08-08 23:00:00+00:00,177.547,177.814,176.549,176.712,87575.0
2025-08-09 00:00:00+00:00,176.704,177.123,176.526,176.862,79579.0
2025-08-09 01:00:00+00:00,176.862,178.937,176.605,178.606,100994.0
2025-08-09 02:00:00+00:00,178.605,178.606,177.508,177.508,85572.0
2025-08-09 03:00:00+00:00,177.508,177.673,176.951,177.211,82263.0
2025-08-09 04:00:00+00:00,177.211,178.766,176.904,178.599,103856.0
2025-08-09 05:00:00+00:00,178.59,182.078,178.213,180.802,232213.0
2025-08-09 06:00:00+00:00,180.802,180.879,179.237,179.565,129847.0
2025-08-09 07:00:00+00:00,179.558,180.643,179.409,180.549,93597.0
2025-08-09 08:00:00+00:00,180.555,181.609,180.344,181.336,99674.0
2025-08-09 09:00:00+00:00,181.336,182.658,181.029,182.207,107416.0
2025-08-09 10:00:00+00:00,182.217,183.296,181.758,181.854,125731.0
2025-08-09 11:00:00+00:00,181.854,181.957,180.602,180.741,108196.0
2025-08-09 12:00:00+00:00,180.741,182.073,180.275,182.039,119561.0
2025-08-09 13:00:00+00:00,182.073,182.392,179.729,179.75,141090.0
2025-08-09 14:00:00+00:00,179.75,181.11,178.836,181.059,136848.0
2025-08-09 15:00:00+00:00,181.057,181.565,179.659,179.99,113718.0
2025-08-09 16:00:00+00:00,180.002,180.766,179.419,179.563,96302.0
2025-08-09 17:00:00+00:00,179.563,181.886,179.534,181.566,104030.0
2025-08-09 18:00:00+00:00,181.566,182.176,181.185,181.854,91259.0
2025-08-09 19:00:00+00:00,181.854,182.657,181.4,182.087,85273.0
2025-08-09 20:00:00+00:00,182.077,183.518,181.392,183.0,111284.0
2025-08-09 21:00:00+00:00,183.021,183.281,180.611,181.174,114436.0
2025-08-09 22:00:00+00:00,181.174,182.376,179.901,180.05,105105.0
2025-08-09 23:00:00+00:00,180.05,180.396,179.636,179.888,90076.0
2025-08-10 00:00:00+00:00,179.896,182.772,179.75,182.409,94844.0
2025-08-10 01:00:00+00:00,182.409,184.612,181.599,184.434,140385.0
2025-08-10 02:00:00+00:00,184.477,185.021,182.885,183.254,120422.0
2025-08-10 03:00:00+00:00,183.254,185.974,183.207,184.934,146288.0
2025-08-10 04:00:00+00:00,184.934,186.147,184.318,185.268,89366.0
