param,value,equity_end,profit_factor,trades,max_dd,monotonicity,elapsed_sec,daily_return,monthly_return,backtest_days
top-n,10,20.592237,0.532431,85,-0.828395,-0.305116,8.89038,-0.2812712236464152,-0.9999502319066844,4.784722222222222
top-n,12,112.526918,1.094989,80,-0.280756,0.045341,8.434506,0.0249000454991255,1.0914398191515913,4.798611111111111
top-n,14,30.511715,0.639195,104,-0.731657,-0.220111,8.532877,-0.21436694034912396,-0.9992812257473536,4.920138888888889
