param,value,equity_end,profit_factor,trades,max_dd,monotonicity,elapsed_sec,daily_return,monthly_return,backtest_days
tp,3.3,71.533721,0.836602,83,-0.44882,-0.088968,9.781328,-0.06771483072801987,-0.8779709398319471,4.777777777777778
tp,3.32,71.533721,0.836602,83,-0.44882,-0.088968,10.492444,-0.06771483072801987,-0.8779709398319471,4.777777777777778
tp,3.34,71.906807,0.838686,83,-0.439358,-0.087733,9.80026,-0.06641948048553037,-0.8727805748683941,4.798611111111111
tp,3.36,72.385388,0.842002,83,-0.437713,-0.085775,9.594644,-0.06512802142924123,-0.867393662927912,4.798611111111111
tp,3.38,72.385388,0.842002,83,-0.437713,-0.085775,9.259095,-0.06512802142924123,-0.867393662927912,4.798611111111111
tp,3.4,114.804539,1.094989,80,-0.311507,0.045341,8.921299,0.02918888219607796,1.3705689029395987,4.798611111111111
