equity_start,equity_end,trades,profit_factor,win_rate_%,elapsed_sec,max_dd_frac,max_dd_%,monotonicity_sign,monotonicity_mag,total_fees,apr_%,daily_return_%,monthly_return_%,yearly_return_%
100.0,100.90448281547924,101,1.2048239844758861,28.712871287128714,1.3942177295684814,-0.015027822214029376,-1.5027822214029376,0.09809264305177112,0.04942227183738481,0.44440000000000035,19.01584671263557,0.051877463327554274,1.5680878128089049,20.8407820664219
