equity_start,equity_end,trades,profit_factor,win_rate_%,elapsed_sec,max_dd_frac,max_dd_%,monotonicity_sign,monotonicity_mag,total_fees,apr_%,daily_return_%,monthly_return_%,yearly_return_%
100.0,100.58819197248005,83,1.1617703994630602,25.301204819277107,1.085129737854004,-0.016850253024450736,-1.6850253024450736,-0.003125,0.039512458102915295,0.3652000000000001,12.366148029420506,0.03378631360118067,1.0185706924396687,13.122285106674259
