equity_start,equity_end,trades,profit_factor,win_rate_%,elapsed_sec,max_dd_frac,max_dd_%,monotonicity_sign,monotonicity_mag,total_fees,apr_%,daily_return_%,monthly_return_%,yearly_return_%
100.0,101.30546705554121,126,1.2368161818938623,26.19047619047619,1.0354886054992676,-0.017674529105437584,-1.7674529105437584,0.01405152224824356,0.06855508707935459,0.5544,27.446139375698493,0.07473622395972601,2.2665539963015124,31.348686852885564
