id,symbol,lead_side,side,lead_opened_utc,entry_utc,exit_utc,hold_h,entry,exit,avg_entry,notional,dca_fills,gross_ret_pct,net_ret_pct,pnl,ret_on_100usdt_pct,lead_avg_cost,lead_avg_close,lead_pnl,lead_roi,candles,fills_json
1768318446214,BTCUSDT,SHORT,LONG,2026-01-13T15:34:06.214000Z,2026-01-19T00:41:28.787000Z,2026-01-22T00:41:00Z,71.99200361111112,92800.23537935,89925.6,92507.02507828518,100.0,2,-2.7905178834803217,-3.078122481793375,-3.078122481793375,-3.0781224817933746,93867.26090427,92800.23537935,15906.14949931,0.183372,4320,"[{""t"":1768784400000,""utc"":""2026-01-19T01:00:00Z"",""level"":92521.83467321194,""notional"":37.49999999999999},{""t"":1768787340000,""utc"":""2026-01-19T01:49:00Z"",""level"":92198.0082518557,""notional"":31.25}]"
1768319820555,ETHUSDT,SHORT,LONG,2026-01-13T15:57:00.555000Z,2026-01-20T06:18:33.705000Z,2026-01-23T06:18:00Z,71.9906375,3132.73,2969.72,3122.831870941384,100.0,2,-4.90298156510194,-5.190586163414993,-5.190586163414993,-5.190586163414994,3183.62235,3132.73,3198.63508999,0.11426097,4320,"[{""t"":1768890720000,""utc"":""2026-01-20T06:32:00Z"",""level"":3123.33181,""notional"":37.49999999999999},{""t"":1768891740000,""utc"":""2026-01-20T06:49:00Z"",""level"":3112.4001486650004,""notional"":31.25}]"
1768891991869,ETHUSDT,LONG,SHORT,2026-01-20T06:53:11.869000Z,2026-01-20T15:35:04.969000Z,2026-01-23T15:35:00Z,71.99861972222222,3033.72,2925.65,3038.876080199867,100.0,2,3.725919623297701,3.438315024984648,3.438315024984648,3.438315024984648,3026.91397497,3033.72,1484.63227006,0.01106325,4320,"[{""t"":1768923360000,""utc"":""2026-01-20T15:36:00Z"",""level"":3036.7537199999992,""notional"":53.19114676073374},{""t"":1769024820000,""utc"":""2026-01-21T19:47:00Z"",""level"":3048.900734879999,""notional"":23.40442661963313}]"
1768933238471,ETHUSDT,LONG,SHORT,2026-01-20T18:20:38.471000Z,2026-01-21T19:35:28.242000Z,2026-01-24T19:35:00Z,71.992155,3004.58937923,2956.09,3009.695949317872,100.0,2,1.7811084647943014,1.493503866481248,1.493503866481248,1.493503866481248,2947.42218543,3004.58937923,8391.34370933,0.13070619,4320,"[{""t"":1769024160000,""utc"":""2026-01-21T19:36:00Z"",""level"":3007.5939686092297,""notional"":53.19114676073374},{""t"":1769024220000,""utc"":""2026-01-21T19:37:00Z"",""level"":3019.624344483667,""notional"":23.40442661963313}]"
1769369503408,ETHUSDT,LONG,SHORT,2026-01-25T19:31:43.408000Z,2026-01-26T02:22:32.596000Z,2026-01-29T02:22:00Z,71.99094555555556,2877.9,2993.95,2882.7912500847797,100.0,2,-3.8559416992802054,-4.143546297593259,-4.143546297593259,-4.143546297593259,2816.40156783,2877.9,1208.13669994,0.15097403,4320,"[{""t"":1769394180000,""utc"":""2026-01-26T02:23:00Z"",""level"":2880.7778999999996,""notional"":53.19114676073374},{""t"":1769410860000,""utc"":""2026-01-26T07:01:00Z"",""level"":2892.3010115999996,""notional"":23.40442661963313}]"
1769740011639,BTCUSDT,LONG,SHORT,2026-01-30T02:26:51.639000Z,2026-01-30T14:39:01.112000Z,2026-02-02T14:39:00Z,71.9996911111111,83355.28883672,78513.9,83496.95865276277,100.0,2,5.967952286125447,5.680347687812393,5.680347687812393,5.680347687812393,81304.65878978,83355.28883672,3931.05779988,0.38962272,4320,"[{""t"":1769784000000,""utc"":""2026-01-30T14:40:00Z"",""level"":83438.64412555672,""notional"":53.19114676073374},{""t"":1769784300000,""utc"":""2026-01-30T14:45:00Z"",""level"":83772.39870205894,""notional"":23.40442661963313}]"
1769879541915,ETHUSDT,LONG,SHORT,2026-01-31T17:12:21.915000Z,2026-01-31T19:00:53.026000Z,2026-02-03T19:00:00Z,71.98527055555556,2387.5,2122.38,2391.557771144728,100.0,2,11.255332168534029,10.967727570220976,10.967727570220976,10.967727570220978,2355.0,2387.5,6162.52,0.09378365,4320,"[{""t"":1769886360000,""utc"":""2026-01-31T19:06:00Z"",""level"":2389.8875,""notional"":53.19114676073374},{""t"":1769886540000,""utc"":""2026-01-31T19:09:00Z"",""level"":2399.4470499999998,""notional"":23.40442661963313}]"
1769879458785,BTCUSDT,LONG,SHORT,2026-01-31T17:10:58.785000Z,2026-01-31T19:16:32.025000Z,2026-02-03T19:16:00Z,71.99110416666667,78285.7749032,74248.5,78418.8286240146,100.0,2,5.318019533305673,5.03041493499262,5.03041493499262,5.03041493499262,78106.05018715,78285.7749032,2785.01419918,0.02554295,4320,"[{""t"":1769896980000,""utc"":""2026-01-31T22:03:00Z"",""level"":78364.0606781032,""notional"":53.19114676073374},{""t"":1769901660000,""utc"":""2026-01-31T23:21:00Z"",""level"":78677.51692081561,""notional"":23.40442661963313}]"
1769987159255,ETHUSDT,LONG,SHORT,2026-02-01T23:05:59.255000Z,2026-02-02T03:58:29.663000Z,2026-02-05T03:58:00Z,71.99176027777777,2238.67,2107.22,2242.474821163798,100.0,2,6.031497874014198,5.7438932757011445,5.7438932757011445,5.7438932757011445,2208.59868775,2238.67,9225.90866986,0.09294313,4320,"[{""t"":1770006120000,""utc"":""2026-02-02T04:22:00Z"",""level"":2240.90867,""notional"":53.19114676073374},{""t"":1770006240000,""utc"":""2026-02-02T04:24:00Z"",""level"":2249.8723046799996,""notional"":23.40442661963313}]"
1770010076101,ETHUSDT,LONG,SHORT,2026-02-02T05:27:56.101000Z,2026-02-02T14:35:54.555000Z,2026-02-05T14:35:00Z,71.98484583333334,2353.86,2085.01,2357.86059693685,100.0,2,11.571956259471666,11.284351661158613,11.284351661158613,11.284351661158615,2192.55000669,2353.86,1445.66015999,0.51058385,4320,"[{""t"":1770043200000,""utc"":""2026-02-02T14:40:00Z"",""level"":2356.21386,""notional"":53.19114676073374},{""t"":1770043200000,""utc"":""2026-02-02T14:40:00Z"",""level"":2365.63871544,""notional"":23.40442661963313}]"
