id,symbol,lead_side,side,lead_opened_utc,entry_utc,exit_utc,hold_h,entry,exit,avg_entry,notional,dca_fills,gross_ret_pct,net_ret_pct,pnl,ret_on_100usdt_pct,lead_avg_cost,lead_avg_close,lead_pnl,lead_roi,candles,fills_json
1768318446214,BTCUSDT,SHORT,LONG,2026-01-13T15:34:06.214000Z,2026-01-19T00:41:28.787000Z,2026-01-22T00:41:00Z,71.99200361111112,92800.23537935,89925.6,92230.09596654179,100.0,3,-2.498637719489942,-2.786242317802995,-2.786242317802995,-2.786242317802995,93867.26090427,92800.23537935,15906.14949931,0.183372,4320,"[{""t"":1768784400000,""utc"":""2026-01-19T01:00:00Z"",""level"":92521.83467321194,""notional"":25.531914893617017},{""t"":1768787340000,""utc"":""2026-01-19T01:49:00Z"",""level"":92198.0082518557,""notional"":21.27659574468085},{""t"":1768885260000,""utc"":""2026-01-20T05:01:00Z"",""level"":91644.82020234456,""notional"":31.914893617021274}]"
1768319820555,ETHUSDT,SHORT,LONG,2026-01-13T15:57:00.555000Z,2026-01-20T06:18:33.705000Z,2026-01-23T06:18:00Z,71.9906375,3132.73,2969.72,3113.4833587023204,100.0,3,-4.617444262243953,-4.905048860557006,-4.905048860557006,-4.905048860557006,3183.62235,3132.73,3198.63508999,0.11426097,4320,"[{""t"":1768890720000,""utc"":""2026-01-20T06:32:00Z"",""level"":3123.33181,""notional"":25.531914893617017},{""t"":1768891740000,""utc"":""2026-01-20T06:49:00Z"",""level"":3112.4001486650004,""notional"":21.27659574468085},{""t"":1768896780000,""utc"":""2026-01-20T08:13:00Z"",""level"":3093.7257477730104,""notional"":31.914893617021274}]"
1768891991869,ETHUSDT,LONG,SHORT,2026-01-20T06:53:11.869000Z,2026-01-20T15:35:04.969000Z,2026-01-23T15:35:00Z,71.99861972222222,3033.72,2925.65,3047.8481221393217,100.0,3,4.009324521510255,3.721719923197201,3.721719923197201,3.721719923197201,3026.91397497,3033.72,1484.63227006,0.01106325,4320,"[{""t"":1768923360000,""utc"":""2026-01-20T15:36:00Z"",""level"":3036.7537199999992,""notional"":36.231566139981915},{""t"":1769024820000,""utc"":""2026-01-21T19:47:00Z"",""level"":3048.900734879999,""notional"":15.942108465004523},{""t"":1769025360000,""utc"":""2026-01-21T19:56:00Z"",""level"":3067.194139289279,""notional"":31.884216930009046}]"
1768933238471,ETHUSDT,LONG,SHORT,2026-01-20T18:20:38.471000Z,2026-01-21T19:35:28.242000Z,2026-01-24T19:35:00Z,71.992155,3004.58937923,2956.09,3018.581839222442,100.0,3,2.070238361950095,1.782633763637042,1.782633763637042,1.782633763637042,2947.42218543,3004.58937923,8391.34370933,0.13070619,4320,"[{""t"":1769024160000,""utc"":""2026-01-21T19:36:00Z"",""level"":3007.5939686092297,""notional"":36.231566139981915},{""t"":1769024220000,""utc"":""2026-01-21T19:37:00Z"",""level"":3019.624344483667,""notional"":15.942108465004523},{""t"":1769024700000,""utc"":""2026-01-21T19:45:00Z"",""level"":3037.7420905505687,""notional"":31.884216930009046}]"
1769369503408,ETHUSDT,LONG,SHORT,2026-01-25T19:31:43.408000Z,2026-01-26T02:22:32.596000Z,2026-01-29T02:22:00Z,71.99094555555556,2877.9,2993.95,2891.302463874304,100.0,3,-3.550217848469216,-3.83782244678227,-3.83782244678227,-3.8378224467822704,2816.40156783,2877.9,1208.13669994,0.15097403,4320,"[{""t"":1769394180000,""utc"":""2026-01-26T02:23:00Z"",""level"":2880.7778999999996,""notional"":36.231566139981915},{""t"":1769410860000,""utc"":""2026-01-26T07:01:00Z"",""level"":2892.3010115999996,""notional"":15.942108465004523},{""t"":1769411880000,""utc"":""2026-01-26T07:18:00Z"",""level"":2909.6548176695997,""notional"":31.884216930009046}]"
1769740011639,BTCUSDT,LONG,SHORT,2026-01-30T02:26:51.639000Z,2026-01-30T14:39:01.112000Z,2026-02-02T14:39:00Z,71.9996911111111,83355.28883672,78513.9,83743.47683747276,100.0,3,6.2447572455371,5.957152647224047,5.957152647224047,5.957152647224047,81304.65878978,83355.28883672,3931.05779988,0.38962272,4320,"[{""t"":1769784000000,""utc"":""2026-01-30T14:40:00Z"",""level"":83438.64412555672,""notional"":36.231566139981915},{""t"":1769784300000,""utc"":""2026-01-30T14:45:00Z"",""level"":83772.39870205894,""notional"":15.942108465004523},{""t"":1769799840000,""utc"":""2026-01-30T19:04:00Z"",""level"":84275.03309427129,""notional"":31.884216930009046}]"
1769879541915,ETHUSDT,LONG,SHORT,2026-01-31T17:12:21.915000Z,2026-01-31T19:00:53.026000Z,2026-02-03T19:00:00Z,71.98527055555556,2387.5,2122.38,2398.6186568330736,100.0,3,11.51657250918722,11.228967910874168,11.228967910874168,11.228967910874168,2355.0,2387.5,6162.52,0.09378365,4320,"[{""t"":1769886360000,""utc"":""2026-01-31T19:06:00Z"",""level"":2389.8875,""notional"":36.231566139981915},{""t"":1769886540000,""utc"":""2026-01-31T19:09:00Z"",""level"":2399.4470499999998,""notional"":15.942108465004523},{""t"":1769886600000,""utc"":""2026-01-31T19:10:00Z"",""level"":2413.8437323,""notional"":31.884216930009046}]"
1769879458785,BTCUSDT,LONG,SHORT,2026-01-31T17:10:58.785000Z,2026-01-31T19:16:32.025000Z,2026-02-03T19:16:00Z,71.99110416666667,78285.7749032,74248.5,78650.35403034551,100.0,3,5.596737719256991,5.309133120943938,5.309133120943938,5.309133120943938,78106.05018715,78285.7749032,2785.01419918,0.02554295,4320,"[{""t"":1769896980000,""utc"":""2026-01-31T22:03:00Z"",""level"":78364.0606781032,""notional"":36.231566139981915},{""t"":1769901660000,""utc"":""2026-01-31T23:21:00Z"",""level"":78677.51692081561,""notional"":15.942108465004523},{""t"":1769901840000,""utc"":""2026-01-31T23:24:00Z"",""level"":79149.5820223405,""notional"":31.884216930009046}]"
1769987159255,ETHUSDT,LONG,SHORT,2026-02-01T23:05:59.255000Z,2026-02-02T03:58:29.663000Z,2026-02-05T03:58:00Z,71.99176027777777,2238.67,2107.22,2249.0955512010455,100.0,3,6.308115772372693,6.020511174059639,6.020511174059639,6.020511174059639,2208.59868775,2238.67,9225.90866986,0.09294313,4320,"[{""t"":1770006120000,""utc"":""2026-02-02T04:22:00Z"",""level"":2240.90867,""notional"":36.231566139981915},{""t"":1770006240000,""utc"":""2026-02-02T04:24:00Z"",""level"":2249.8723046799996,""notional"":15.942108465004523},{""t"":1770006360000,""utc"":""2026-02-02T04:26:00Z"",""level"":2263.3715385080795,""notional"":31.884216930009046}]"
1770010076101,ETHUSDT,LONG,SHORT,2026-02-02T05:27:56.101000Z,2026-02-02T14:35:54.555000Z,2026-02-05T14:35:00Z,71.98484583333334,2353.86,2085.01,2364.821994376167,100.0,3,11.832264544291009,11.544659945977957,11.544659945977957,11.544659945977958,2192.55000669,2353.86,1445.66015999,0.51058385,4320,"[{""t"":1770043200000,""utc"":""2026-02-02T14:40:00Z"",""level"":2356.21386,""notional"":36.231566139981915},{""t"":1770043200000,""utc"":""2026-02-02T14:40:00Z"",""level"":2365.63871544,""notional"":15.942108465004523},{""t"":1770045900000,""utc"":""2026-02-02T15:25:00Z"",""level"":2379.83254773264,""notional"":31.884216930009046}]"
1770043443814,ETHUSDT,LONG,SHORT,2026-02-02T14:44:03.814000Z,2026-02-02T14:47:11.791000Z,2026-02-05T14:47:00Z,71.99672472222223,2360.86222627,2086.01,2371.8568302172507,100.0,3,12.051605584940313,11.764000986627261,11.764000986627261,11.764000986627261,2349.62100286,2360.86222627,2111.23664923,0.02647315,4320,"[{""t"":1770045660000,""utc"":""2026-02-02T15:21:00Z"",""level"":2363.2230884962696,""notional"":36.231566139981915},{""t"":1770045660000,""utc"":""2026-02-02T15:21:00Z"",""level"":2372.6759808502547,""notional"":15.942108465004523},{""t"":1770046740000,""utc"":""2026-02-02T15:39:00Z"",""level"":2386.912036735356,""notional"":31.884216930009046}]"
1770129863735,ETHUSDT,LONG,SHORT,2026-02-03T14:44:23.735000Z,2026-02-03T19:19:44.097000Z,2026-02-06T19:19:00Z,71.98775083333334,2188.78571174,2040.11,2198.9789503619772,100.0,3,7.224668991752998,6.937064393439946,6.937064393439946,6.937064393439946,2163.70030559,2188.78571174,14001.99640977,0.0771797,4320,"[{""t"":1770146400000,""utc"":""2026-02-03T19:20:00Z"",""level"":2190.97449745174,""notional"":36.231566139981915},{""t"":1770147120000,""utc"":""2026-02-03T19:32:00Z"",""level"":2199.738395441547,""notional"":15.942108465004523},{""t"":1770147120000,""utc"":""2026-02-03T19:32:00Z"",""level"":2212.9368258141963,""notional"":31.884216930009046}]"
1770212954023,ETHUSDT,LONG,SHORT,2026-02-04T13:49:14.023000Z,2026-02-04T18:40:18.859000Z,2026-02-07T18:40:00Z,71.99476138888889,2157.21690906,2095.2,2167.2631308511377,100.0,3,3.325075290827142,3.0374706925140886,3.0374706925140886,3.0374706925140886,2138.79491976,2157.21690906,6608.68601984,0.05568336,4320,"[{""t"":1770230460000,""utc"":""2026-02-04T18:41:00Z"",""level"":2159.3741259690596,""notional"":36.231566139981915},{""t"":1770230460000,""utc"":""2026-02-04T18:41:00Z"",""level"":2168.011622472936,""notional"":15.942108465004523},{""t"":1770234900000,""utc"":""2026-02-04T19:55:00Z"",""level"":2181.0196922077735,""notional"":31.884216930009046}]"
