idx,name,risk_ratio,custom,total_pnl_mtm_eval,realized_pnl_total,unrealized_pnl_total,return_mtm_pct_on_start,mdd_mtm_%,mdd_realized_%,trades_total,trades_long,trades_short,total_order_events,margin_call_events_total,elapsed_sec,mods,error,abs_mdd,abs_unr,tail_ratio
26,combo_l2_s1.5_st0.28_lt0.42,4.235032015297928,3.655665249093103,78.22216162125314,151.05025496147525,-72.82809334022211,39.11108081062657,-18.470264531341524,-3.0735419427710093,6913,2873,4040,13319,0,3.965484142303467,"{""strategy_params_long.maxLongInvestPct"": 2, ""strategy_params_long.subSellTPPercent"": 0.693, ""strategy_params_long.tpPercent"": 0.42, ""strategy_params_short.maxShortInvestPct"": 1.5, ""strategy_params_short.subSellTPPercent"": 0.672, ""strategy_params_short.tpPercent"": 0.28}",,18.470264531341524,72.82809334022211,0.9310416873014994
5,expo_l1.2_s1.2,4.16222522716516,4.052176817313472,70.55473743097525,113.8199458344516,-43.26520840347635,35.277368715487626,-16.951206044904303,-4.570054547693152,7937,2961,4976,15803,0,4.100016355514526,"{""strategy_params_long.maxLongInvestPct"": 1.2, ""strategy_params_short.maxShortInvestPct"": 1.2}",,16.951206044904303,43.26520840347635,0.6132147886710421
43,combo_l1.0_s1.0_st0.4_lt0.7,4.090781319497424,4.052993110210217,84.72881741389583,127.02124119594454,-42.29242378204872,42.36440870694791,-20.71213560354902,-1.8894104643603649,5001,1005,3996,9557,0,3.8875904083251953,"{""strategy_params_long.maxLongInvestPct"": 1.0, ""strategy_params_long.subSellTPPercent"": 1.155, ""strategy_params_long.tpPercent"": 0.7, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.96, ""strategy_params_short.tpPercent"": 0.4}",,20.71213560354902,42.29242378204872,0.4991504080064337
42,combo_l1.0_s1.0_st0.33_lt0.55,4.049363041315179,3.93198725851086,57.486827106297575,94.89661823642292,-37.409791130125335,28.743413553148788,-14.196511036369468,-2.9510942738691863,5083,1139,3944,9748,0,3.844937562942505,"{""strategy_params_long.maxLongInvestPct"": 1.0, ""strategy_params_long.subSellTPPercent"": 0.907, ""strategy_params_long.tpPercent"": 0.55, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.792, ""strategy_params_short.tpPercent"": 0.33}",,14.196511036369468,37.409791130125335,0.6507541468752789
3,expo_l1.5_s1.2,4.025489753641968,3.752636637546025,67.03265005923438,116.3614702633634,-49.32882020412902,33.51632502961719,-16.65204836221187,-4.533425636208723,7919,2943,4976,15725,0,4.020655870437622,"{""strategy_params_long.maxLongInvestPct"": 1.5, ""strategy_params_short.maxShortInvestPct"": 1.2}",,16.65204836221187,49.32882020412902,0.7358924369025973
35,combo_l1.2_s1.0_st0.22_lt0.33,3.773210674013319,3.5313880674851377,59.56513967576188,102.82701161248902,-43.26187193672714,29.78256983788094,-15.786327566068902,-4.568342195139042,8424,2998,5426,16700,0,3.9336695671081534,"{""strategy_params_long.maxLongInvestPct"": 1.2, ""strategy_params_long.subSellTPPercent"": 0.544, ""strategy_params_long.tpPercent"": 0.33, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.528, ""strategy_params_short.tpPercent"": 0.22}",,15.786327566068902,43.26187193672714,0.7262951480046839
16,tp_current_s0.19_l0.28,3.532504462399643,3.40908252551948,64.68105398586704,103.49541953488948,-38.814365549022455,32.34052699293352,-18.31025400656648,-6.165363686505921,8241,2800,5441,16564,0,4.117290735244751,"{""strategy_params_long.subSellTPPercent"": 0.53, ""strategy_params_long.tpPercent"": 0.28, ""strategy_params_short.subSellTPPercent"": 0.456, ""strategy_params_short.tpPercent"": 0.19}",,18.31025400656648,38.814365549022455,0.6000886373543555
24,combo_l2_s1.5_st0.19_lt0.28,3.532504462399643,3.40908252551948,64.68105398586704,103.49541953488948,-38.814365549022455,32.34052699293352,-18.31025400656648,-6.165363686505921,8241,2800,5441,16564,0,3.700028657913208,"{""strategy_params_long.maxLongInvestPct"": 2, ""strategy_params_long.subSellTPPercent"": 0.53, ""strategy_params_long.tpPercent"": 0.28, ""strategy_params_short.maxShortInvestPct"": 1.5, ""strategy_params_short.subSellTPPercent"": 0.456, ""strategy_params_short.tpPercent"": 0.19}",,18.31025400656648,38.814365549022455,0.6000886373543555
15,tp_current_s0.16_l0.25,3.4312872579337133,3.292187438374392,63.14531886145953,101.9596844104818,-38.81436554902229,31.572659430729765,-18.402807493152004,-6.0278167458194885,8239,2827,5412,16736,0,4.120808362960815,"{""strategy_params_long.subSellTPPercent"": 0.53, ""strategy_params_long.tpPercent"": 0.25, ""strategy_params_short.subSellTPPercent"": 0.45, ""strategy_params_short.tpPercent"": 0.16}",,18.402807493152004,38.81436554902229,0.6146831823619545
30,combo_l1.5_s1.0_st0.22_lt0.33,3.3039516691541624,2.892230023337377,55.46451874672913,104.79000248410884,-49.3254837373797,27.732259373364563,-16.787327509826582,-4.539309801497011,8406,2980,5426,16619,0,3.888770341873169,"{""strategy_params_long.maxLongInvestPct"": 1.5, ""strategy_params_long.subSellTPPercent"": 0.544, ""strategy_params_long.tpPercent"": 0.33, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.528, ""strategy_params_short.tpPercent"": 0.22}",,16.787327509826582,49.3254837373797,0.8893159960986508
34,combo_l1.2_s1.0_st0.19_lt0.28,3.1455224899138043,2.7877948187873507,50.312748754318406,93.57462069104577,-43.26187193672736,25.156374377159203,-15.995037045720537,-4.812160872186374,8290,2791,5499,16775,0,4.106036186218262,"{""strategy_params_long.maxLongInvestPct"": 1.2, ""strategy_params_long.subSellTPPercent"": 0.53, ""strategy_params_long.tpPercent"": 0.28, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.456, ""strategy_params_short.tpPercent"": 0.19}",,15.995037045720537,43.26187193672736,0.8598590418499872
7,expo_l1.0_s1.0,3.0927758073719267,3.004229019882961,46.592749986715816,69.34448894223424,-22.751738955518423,23.296374993357908,-15.065026658465689,-4.427339374448261,6090,1142,4948,11919,0,3.196762084960937,"{""strategy_params_long.maxLongInvestPct"": 1.0, ""strategy_params_short.maxShortInvestPct"": 1.0}",,15.065026658465689,22.751738955518423,0.48831071276121785
8,expo_l1.0_s0.8,2.7464256119304995,2.529584162582503,26.876420217303213,49.62482270607219,-22.74840248876897,13.438210108651608,-9.78596329008577,-4.219522109012767,3344,1142,2202,6752,0,7.718287944793701,"{""strategy_params_long.maxLongInvestPct"": 1.0, ""strategy_params_short.maxShortInvestPct"": 0.8}",,9.78596329008577,22.74840248876897,0.8464074569768559
40,combo_l1.0_s1.0_st0.22_lt0.33,2.668186775712821,2.5631319539379467,40.08553415822377,62.837273113742185,-22.75173895551841,20.042767079111886,-15.02351129355054,-5.252741088743749,6586,1160,5426,12915,0,3.6206774711608887,"{""strategy_params_long.maxLongInvestPct"": 1.0, ""strategy_params_long.subSellTPPercent"": 0.544, ""strategy_params_long.tpPercent"": 0.33, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.528, ""strategy_params_short.tpPercent"": 0.22}",,15.02351129355054,22.75173895551841,0.5675797874044486
36,combo_l1.2_s1.0_st0.28_lt0.42,2.6673389056650225,1.9015290198117016,50.717508802249085,116.70828636485402,-65.99077756260493,25.358754401124543,-19.01427250003095,-2.73022201141055,7159,2985,4174,13872,0,3.29508113861084,"{""strategy_params_long.maxLongInvestPct"": 1.2, ""strategy_params_long.subSellTPPercent"": 0.693, ""strategy_params_long.tpPercent"": 0.42, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.672, ""strategy_params_short.tpPercent"": 0.28}",,19.01427250003095,65.99077756260493,1.3011439071249995
29,combo_l1.5_s1.0_st0.19_lt0.28,2.649206524021208,2.1233622335166378,46.35296116601509,95.67844490339516,-49.32548373738007,23.176480583007542,-17.496922473094447,-4.778507487457502,8303,2804,5499,16738,0,4.069141626358032,"{""strategy_params_long.maxLongInvestPct"": 1.5, ""strategy_params_long.subSellTPPercent"": 0.53, ""strategy_params_long.tpPercent"": 0.28, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.456, ""strategy_params_short.tpPercent"": 0.19}",,17.496922473094447,49.32548373738007,1.0641279973617814
31,combo_l1.5_s1.0_st0.28_lt0.42,2.538142422486301,1.678687176062467,51.68487774534789,122.94889194457303,-71.26401419922516,25.84243887267395,-20.36326932935413,-2.719674769175268,7151,2977,4174,13854,0,3.867457628250122,"{""strategy_params_long.maxLongInvestPct"": 1.5, ""strategy_params_long.subSellTPPercent"": 0.693, ""strategy_params_long.tpPercent"": 0.42, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.672, ""strategy_params_short.tpPercent"": 0.28}",,20.36326932935413,71.26401419922516,1.3788175053899507
41,combo_l1.0_s1.0_st0.28_lt0.42,2.3852422058722107,2.0851934809643056,35.49321134291672,68.58787454646782,-33.09466320355109,17.74660567145836,-14.880338464385815,-3.203699847594189,5285,1111,4174,10247,0,3.649757623672485,"{""strategy_params_long.maxLongInvestPct"": 1.0, ""strategy_params_long.subSellTPPercent"": 0.693, ""strategy_params_long.tpPercent"": 0.42, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.672, ""strategy_params_short.tpPercent"": 0.28}",,14.880338464385815,33.09466320355109,0.9324223408191465
39,combo_l1.0_s1.0_st0.19_lt0.28,1.9861956609904496,1.7848822520312475,30.418186442946716,53.169925398465125,-22.75173895551841,15.209093221473356,-15.31479855704557,-5.564843358209743,6579,1080,5499,13076,0,3.6373274326324463,"{""strategy_params_long.maxLongInvestPct"": 1.0, ""strategy_params_long.subSellTPPercent"": 0.53, ""strategy_params_long.tpPercent"": 0.28, ""strategy_params_short.maxShortInvestPct"": 1.0, ""strategy_params_short.subSellTPPercent"": 0.456, ""strategy_params_short.tpPercent"": 0.19}",,15.31479855704557,22.75173895551841,0.7479650043631716
