equity_end_realized,equity_end_mtm,trades,pf,fees_realized,win_rate,max_dd_mtm,mono_mtm,elapsed_sec,apr_realized,daily_ret_realized,monthly_ret_realized,yearly_ret_realized,sub_pnl_total,margin_call_excess_max
1017.3871723830295,1017.1958986574771,11,0.0,0.366666666665,100.0,-1.4043236996856632,-47.785029856964314,17.93899440765381,251.90133235312726,0.3453018237998151,10.894832113769803,251.90133235312726,8.435146264117293,0.0
