ts,param,value,equity_end,profit_factor,max_dd,monotonicity,trades,elapsed_sec,yaml,score
2025-09-24T10:35:10,strategy_params.tp_atr_mult,3.2,118.433117,1.338456,-3.593,8.192,4368,5.5435709953308105,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_3p2.yaml,62.777677
2025-09-24T10:35:16,strategy_params.tp_atr_mult,3.3,120.789501,1.360585,-3.496,8.537,4256,5.315739870071411,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_3p3.yaml,67.08035100000001
2025-09-24T10:35:21,strategy_params.tp_atr_mult,3.4,119.122345,1.359292,-3.805,8.233,4126,5.761512994766235,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_3p4.yaml,63.880265
2025-09-24T10:35:27,strategy_params.tp_atr_mult,3.5,120.052755,1.369389,-3.872,8.341,4070,5.859528541564941,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_3p5.yaml,65.451645
2025-09-24T10:35:33,strategy_params.tp_atr_mult,3.6,122.345438,1.391781,-3.902,8.653,3991,5.821378946304321,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_3p6.yaml,69.528248
2025-09-24T10:35:38,strategy_params.tp_atr_mult,3.7,123.20704,1.409417,-3.665,8.727,3884,5.304325580596924,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_3p7.yaml,70.93621000000002
2025-09-24T10:35:38,strategy_params.tp_atr_mult,3.8,126.011027,1.437643,-3.638,9.144,3813,6.178093194961548,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_3p8.yaml,76.107457
2025-09-24T10:35:44,strategy_params.tp_atr_mult,3.9,126.050984,1.444061,-3.527,9.105,3753,5.756277561187744,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_3p9.yaml,76.016594
2025-09-24T10:35:49,strategy_params.tp_atr_mult,4.0,125.278535,1.445381,-3.441,8.955,3693,5.252652406692505,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_4p0.yaml,74.507345
2025-09-24T10:35:55,strategy_params.tp_atr_mult,4.1,125.957987,1.453403,-3.258,9.055,3650,5.758268117904663,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_4p1.yaml,75.76701700000001
2025-09-24T10:36:01,strategy_params.tp_atr_mult,4.2,125.783333,1.45526,-3.333,8.99,3600,5.400731801986694,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_4p2.yaml,75.285933
2025-09-24T10:36:07,strategy_params.tp_atr_mult,4.3,126.756449,1.472213,-3.258,9.118,3524,6.728243112564087,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_4p3.yaml,77.068579
2025-09-24T10:36:15,strategy_params.tp_atr_mult,4.4,127.436494,1.483397,-3.195,9.168,3469,7.301227807998657,tune_tmp/t5m5000_greedy_20250924_103458/t5m5000_greedy_s1_rays_strategy_params.tp_atr_mult_4p4.yaml,78.110464
