ts,param,value,equity_end,profit_factor,max_dd,monotonicity,trades,elapsed_sec,yaml
2025-08-24T22:08:18,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.0|0.0002|90.0|10.0,50.661168,0.910604,-0.740293,-0.04679,299,38.11386966705322,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p0_0p0002_90p0_10p0.yaml
2025-08-24T22:08:53,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0|70.0|6.0,-0.519405,0.786559,-1.00396,-0.119471,320,34.38149642944336,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0_70p0_6p0.yaml
2025-08-24T22:09:31,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0|70.0|8.0,-0.519405,0.786559,-1.00396,-0.119471,320,38.10192131996155,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0_70p0_8p0.yaml
2025-08-24T22:10:08,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0|70.0|10.0,-0.519405,0.786559,-1.00396,-0.119471,320,37.50164842605591,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0_70p0_10p0.yaml
2025-08-24T22:10:46,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0|80.0|6.0,-0.079656,0.80157,-1.000587,-0.110143,294,37.423832178115845,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0_80p0_6p0.yaml
2025-08-24T22:11:23,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0|80.0|8.0,-0.079656,0.80157,-1.000587,-0.110143,294,36.78898739814758,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0_80p0_8p0.yaml
2025-08-24T22:11:57,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0|80.0|10.0,-0.079656,0.80157,-1.000587,-0.110143,294,33.850271701812744,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0_80p0_10p0.yaml
2025-08-24T22:12:30,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0|90.0|6.0,-1.428335,0.807935,-1.010197,-0.106234,272,33.8682062625885,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0_90p0_6p0.yaml
2025-08-24T22:13:04,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0|90.0|8.0,-1.428335,0.807935,-1.010197,-0.106234,272,33.80608797073364,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0_90p0_8p0.yaml
2025-08-24T22:13:39,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0|90.0|10.0,-1.428335,0.807935,-1.010197,-0.106234,272,34.53551983833313,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0_90p0_10p0.yaml
