symbol,side,entry_time,exit_time,entry,exit,tp,sl,reason,gross_return,net_return,notional,realized_pnl
10000WHY/USDT:USDT,LONG,2025-08-05T00:40:00+00:00,2025-08-05T02:25:00+00:00,0.0003197,0.0003153,0.00033384301615104216,0.00031541173854312426,SL,-0.013762902721301214,-0.016362902721301212,80.0,-1.309032217704097
10000SATS/USDT:USDT,SHORT,2025-08-05T02:25:00+00:00,2025-08-05T02:35:00+00:00,0.000387,0.000388,0.000383705095411467,0.00038799903812596916,SL,-0.0025839793281654377,-0.0051839793281654376,80.0,-0.414718346253235
1000000BOB/USDT:USDT,SHORT,2025-08-05T02:35:00+00:00,2025-08-05T03:40:00+00:00,0.0716,0.07514,0.06921584770925732,0.07232289165666833,SL,-0.04944134078212293,-0.052041340782122934,80.0,-4.163307262569835
1000000BOB/USDT:USDT,LONG,2025-08-05T03:40:00+00:00,2025-08-05T03:45:00+00:00,0.07514,0.07398,0.07818439101911245,0.07421691934114374,SL,-0.015437849347883875,-0.018037849347883876,80.0,-1.4430279478307102
1000000BABYDOGE/USDT:USDT,SHORT,2025-08-05T03:45:00+00:00,2025-08-05T04:10:00+00:00,0.0012967,0.0012998,0.001286641844118421,0.001299749703241062,SL,-0.002390684044111993,-0.004990684044111992,80.0,-0.3992547235289594
1000BONK/USDC:USDC,SHORT,2025-08-05T04:15:00+00:00,2025-08-05T04:25:00+00:00,0.025405,0.025533,0.025051057006264695,0.025512317992269596,SL,-0.005038378271993688,-0.0076383782719936875,80.0,-0.611070261759495
1000000BABYDOGE/USDT:USDT,SHORT,2025-08-05T04:30:00+00:00,2025-08-05T05:00:00+00:00,0.001292,0.0013007,0.0012808239065026977,0.001295388669748453,SL,-0.006733746130030914,-0.009333746130030914,80.0,-0.7466996904024731
1000000MOG/USDT:USDT,LONG,2025-08-05T05:15:00+00:00,2025-08-05T05:30:00+00:00,1.2505,1.2446,1.2691402434340309,1.2448481477634425,SL,-0.004718112754898054,-0.007318112754898054,80.0,-0.5854490203918443
10000WHY/USDT:USDT,LONG,2025-08-05T05:35:00+00:00,2025-08-05T05:45:00+00:00,0.0003248,0.0003203,0.00033371156416820867,0.00032209795138923115,SL,-0.013854679802955669,-0.016454679802955667,80.0,-1.3163743842364535
10000WHY/USDT:USDT,LONG,2025-08-05T06:00:00+00:00,2025-08-05T06:15:00+00:00,0.000325,0.0003346,0.0003344116117962506,0.00032214633344953333,TP,0.02953846153846159,0.02693846153846159,80.0,2.155076923076927
