equity_start,equity_end,trades,profit_factor,win_rate_%,elapsed_sec,max_dd_frac,max_dd_%,monotonicity_sign,monotonicity_mag,total_fees,apr_%,daily_return_%,monthly_return_%,yearly_return_%
100.0,104.57843418795795,183,1.7326237462631315,33.333333333333336,1.749323844909668,-0.02775423244415706,-2.775423244415706,0.14760147601476015,0.12608090566338992,0.8051999999999977,96.257000367628,0.2581916427855768,8.042844438743968,156.30167632840886
