param,value,equity_end,profit_factor,trades,max_dd,monotonicity,elapsed_sec,daily_return,monthly_return,backtest_days
min-atr,0,92.33709,0.694543,1104,-8.956,-7.304,32.599066,,,
min-atr,0.020,99.354488,0.822495,54,-1.992,-1.475,33.551976,,,
min-atr,0.022,99.403995,0.824406,48,-1.896,-1.616,35.696165,,,
min-atr,0.024,99.714929,0.90795,43,-1.614,-0.803,36.404732,,,
