symbol,side,entry_time,exit_time,entry,exit,tp,sl,action,reason,gross_return,net_return,notional,fees_paid,realized_pnl
BAKE/USDT:USDT,SHORT,2025-09-12T05:50:00+00:00,2025-09-12T06:30:00+00:00,0.0923,0.0834,0.07725686119803321,0.09583186737089654,TP_PARTIAL,TP50,0.09642470205850479,0.09122470205850479,6.125,0.01225,0.5587513001083418
BAKE/USDT:USDT,SHORT,2025-09-12T05:50:00+00:00,2025-09-12T06:35:00+00:00,0.0923,0.0842,0.07725686119803321,0.09583186737089654,TP_PARTIAL,TP50,0.08775731310942575,0.08255731310942575,3.0625,0.006125,0.25283177139761637
BAKE/USDT:USDT,SHORT,2025-09-12T05:50:00+00:00,2025-09-12T08:15:00+00:00,0.0923,0.09583186737089654,0.07725686119803321,0.09583186737089654,SL,SL,-0.038265085275152155,-0.04346508527515216,3.0625,0.006125,-0.13311182365515348
BAKE/USDT:USDT,LONG,2025-09-12T08:30:00+00:00,2025-09-12T08:35:00+00:00,0.109,0.1227,0.12412282672995,0.10544942328949,TP_PARTIAL,TP50,0.12568807339449545,0.12048807339449545,24.5,0.049,2.9519577981651386
BAKE/USDT:USDT,LONG,2025-09-12T08:30:00+00:00,2025-09-12T08:40:00+00:00,0.109,0.12412282672995,0.12412282672995,0.10544942328949,TP,TP,0.13874152963256878,0.13354152963256877,24.5,0.049,3.271767475997935
NAORIS/USDT:USDT,LONG,2025-09-12T08:35:00+00:00,2025-09-12T08:45:00+00:00,0.09323,0.09002064927301097,0.10689945680013845,0.09002064927301097,SL,SL,-0.03442401294635873,-0.039624012946358735,49.0,0.098,-1.941576634371578
BAKE/USDT:USDT,LONG,2025-09-12T08:40:00+00:00,2025-09-12T08:50:00+00:00,0.1352,0.1297884313057337,0.15824927406817116,0.1297884313057337,SL,SL,-0.040026395667650067,-0.04522639566765007,49.0,0.098,-2.2160933877148534
NAORIS/USDT:USDT,LONG,2025-09-12T08:45:00+00:00,2025-09-12T09:30:00+00:00,0.08586,0.09429,0.10175919489399693,0.08212714554662681,TP_PARTIAL,TP50,0.0981830887491264,0.0929830887491264,24.500000000000004,0.04900000000000001,2.2780856743535973
NAORIS/USDT:USDT,LONG,2025-09-12T08:45:00+00:00,2025-09-12T09:40:00+00:00,0.08586,0.0957,0.10175919489399693,0.08212714554662681,TP_PARTIAL,TP50,0.11460517120894465,0.10940517120894465,12.250000000000002,0.024500000000000004,1.340213347309572
NAORIS/USDT:USDT,LONG,2025-09-12T08:45:00+00:00,2025-09-12T09:45:00+00:00,0.08586,0.09674,0.10175919489399693,0.08212714554662681,TP_PARTIAL,TP50,0.12671791288143489,0.12151791288143489,6.125000000000001,0.012250000000000002,0.7442972163987888
NAORIS/USDT:USDT,LONG,2025-09-12T08:45:00+00:00,2025-09-12T09:50:00+00:00,0.08586,0.0964,0.10175919489399693,0.08212714554662681,TP_PARTIAL,TP50,0.12275797810388997,0.11755797810388997,3.0625000000000004,0.006125000000000001,0.3600213079431631
HIFI/USDT:USDT,LONG,2025-09-12T09:30:00+00:00,2025-09-12T10:30:00+00:00,0.09867,0.11461334414149871,0.11461334414149871,0.09492678007112638,TP,TP,0.1615824885121994,0.15638248851219938,49.0,0.098,7.66274193709777
HIFI/USDT:USDT,LONG,2025-09-12T10:30:00+00:00,2025-09-12T10:35:00+00:00,0.11656,0.1353,0.13599719212303307,0.11199648532763572,TP_PARTIAL,TP50,0.16077556623198358,0.15557556623198357,24.5,0.049,3.8116013726835973
HIFI/USDT:USDT,LONG,2025-09-12T10:30:00+00:00,2025-09-12T10:40:00+00:00,0.11656,0.13599719212303307,0.13599719212303307,0.11199648532763572,TP,TP,0.16675696742478618,0.16155696742478617,24.5,0.049,3.9581457019072612
HIFI/USDT:USDT,LONG,2025-09-12T10:40:00+00:00,2025-09-12T11:10:00+00:00,0.1365,0.15105,0.16403347688159486,0.13003561847127773,TP_PARTIAL,TP50,0.10659340659340644,0.10139340659340644,24.5,0.049,2.484138461538458
HIFI/USDT:USDT,LONG,2025-09-12T10:40:00+00:00,2025-09-12T11:15:00+00:00,0.1365,0.16125,0.16403347688159486,0.13003561847127773,TP_PARTIAL,TP50,0.18131868131868126,0.17611868131868125,12.25,0.0245,2.157453846153845
HIFI/USDT:USDT,LONG,2025-09-12T10:40:00+00:00,2025-09-12T11:20:00+00:00,0.1365,0.16283,0.16403347688159486,0.13003561847127773,TP_PARTIAL,TP50,0.19289377289377282,0.18769377289377281,6.125,0.01225,1.1496243589743584
HIFI/USDT:USDT,LONG,2025-09-12T10:40:00+00:00,2025-09-12T11:25:00+00:00,0.1365,0.16075,0.16403347688159486,0.13003561847127773,TP_PARTIAL,TP50,0.1776556776556776,0.1724556776556776,3.0625,0.006125,0.5281455128205126
VELVET/USDT:USDT,LONG,2025-09-12T11:35:00+00:00,2025-09-12T11:45:00+00:00,0.11929,0.11530399003712101,0.13626744984189196,0.11530399003712101,SL,SL,-0.033414451864187976,-0.03861445186418798,49.0,0.098,-1.892108141345211
NAORIS/USDT:USDT,LONG,2025-09-12T08:45:00+00:00,2025-09-12T12:05:00+00:00,0.08586,0.10175919489399693,0.10175919489399693,0.08212714554662681,TP,TP,0.18517580822265226,0.17997580822265224,3.0625000000000004,0.006125000000000001,0.5511759126818726
HIFI/USDT:USDT,LONG,2025-09-12T10:40:00+00:00,2025-09-12T13:55:00+00:00,0.1365,0.16403347688159486,0.16403347688159486,0.13003561847127773,TP,TP,0.20171045334501722,0.1965104533450172,3.0625,0.006125,0.6018132633691152
BAKE/USDT:USDT,LONG,2025-09-12T10:20:00+00:00,2025-09-12T14:40:00+00:00,0.11,0.1146,0.13774609160033655,0.10348570023296447,EXIT,mom_reverse,0.041818181818181754,0.03661818181818175,49.0,0.098,1.7942909090909058
VELVET/USDT:USDT,LONG,2025-09-12T11:45:00+00:00,2025-09-12T14:50:00+00:00,0.10919,0.12079,0.12983829093510071,0.10434214038915025,TP_PARTIAL,TP50,0.10623683487498856,0.10103683487498856,24.5,0.049,2.4754024544372197
VELVET/USDT:USDT,LONG,2025-09-12T11:45:00+00:00,2025-09-12T14:55:00+00:00,0.10919,0.12537,0.12983829093510071,0.10434214038915025,TP_PARTIAL,TP50,0.14818206795494107,0.14298206795494106,12.25,0.0245,1.751530332448028
VELVET/USDT:USDT,LONG,2025-09-12T11:45:00+00:00,2025-09-12T15:00:00+00:00,0.10919,0.12371,0.12983829093510071,0.10434214038915025,TP_PARTIAL,TP50,0.13297921055041675,0.12777921055041674,6.125,0.01225,0.7826476646213025
VELVET/USDT:USDT,LONG,2025-09-12T11:45:00+00:00,2025-09-12T15:05:00+00:00,0.10919,0.12797,0.12983829093510071,0.10434214038915025,TP_PARTIAL,TP50,0.1719937723234729,0.1667937723234729,3.0625,0.006125,0.5108059277406357
NAORIS/USDT:USDT,LONG,2025-09-12T14:50:00+00:00,2025-09-12T15:40:00+00:00,0.10891,0.10482864475226035,0.1262935501292615,0.10482864475226035,SL,SL,-0.03747456843026037,-0.04267456843026037,49.0,0.098,-2.0910538530827583
NAORIS/USDT:USDT,LONG,2025-09-12T15:40:00+00:00,2025-09-12T16:05:00+00:00,0.10292,0.11054,0.11783867601182951,0.09941735432765741,TP_PARTIAL,TP50,0.07403808783521183,0.06883808783521184,24.5,0.049,1.68653315196269
NAORIS/USDT:USDT,LONG,2025-09-12T15:40:00+00:00,2025-09-12T16:15:00+00:00,0.10292,0.10991,0.11783867601182951,0.09941735432765741,EXIT,heat<0.90,0.0679168286047415,0.06271682860474151,24.5,0.049,1.536562300816167
VELVET/USDT:USDT,LONG,2025-09-12T11:45:00+00:00,2025-09-12T16:30:00+00:00,0.10919,0.12983829093510071,0.12983829093510071,0.10434214038915025,TP,TP,0.18910423056232914,0.18390423056232913,3.0625,0.006125,0.563206706097133
HIFI/USDT:USDT,LONG,2025-09-12T14:40:00+00:00,2025-09-12T16:45:00+00:00,0.19497,0.22327,0.2485567793195541,0.18238875615975686,TP_PARTIAL,TP50,0.1451505359798943,0.1399505359798943,24.5,0.049,3.4287881315074102
HIFI/USDT:USDT,LONG,2025-09-12T14:40:00+00:00,2025-09-12T16:50:00+00:00,0.19497,0.22376,0.2485567793195541,0.18238875615975686,TP_PARTIAL,TP50,0.14766374313997016,0.14246374313997015,12.25,0.0245,1.7451808534646343
HIFI/USDT:USDT,LONG,2025-09-12T14:40:00+00:00,2025-09-12T17:00:00+00:00,0.19497,0.2485567793195541,0.2485567793195541,0.18238875615975686,TP,TP,0.274846280553696,0.269646280553696,12.25,0.0245,3.303166936782776
VELVET/USDT:USDT,LONG,2025-09-12T16:45:00+00:00,2025-09-12T17:05:00+00:00,0.12847,0.13801,0.14657625141297514,0.12421896705956235,TP_PARTIAL,TP50,0.07425858177006299,0.069058581770063,24.5,0.049,1.6919352533665433
VELVET/USDT:USDT,LONG,2025-09-12T16:45:00+00:00,2025-09-12T17:10:00+00:00,0.12847,0.13766,0.14657625141297514,0.12421896705956235,TP_PARTIAL,TP50,0.07153421032147586,0.06633421032147586,12.25,0.0245,0.8125940764380793
VELVET/USDT:USDT,LONG,2025-09-12T16:45:00+00:00,2025-09-12T17:25:00+00:00,0.12847,0.14026,0.14657625141297514,0.12421896705956235,TP_PARTIAL,TP50,0.09177239822526656,0.08657239822526656,6.125,0.01225,0.5302559391297577
BAKE/USDT:USDT,LONG,2025-09-12T16:30:00+00:00,2025-09-12T17:40:00+00:00,0.1152,0.11126952252181008,0.13194092259229043,0.11126952252181008,SL,SL,-0.0341187281092875,-0.0393187281092875,49.0,0.098,-1.9266176773550876
HIFI/USDT:USDT,LONG,2025-09-12T17:05:00+00:00,2025-09-12T18:10:00+00:00,0.24514,0.2756,0.30069648602525817,0.23209630328102634,TP_PARTIAL,TP50,0.12425552745369998,0.11905552745369999,24.5,0.049,2.91686042261565
HIFI/USDT:USDT,LONG,2025-09-12T17:05:00+00:00,2025-09-12T18:15:00+00:00,0.24514,0.2838,0.30069648602525817,0.23209630328102634,TP_PARTIAL,TP50,0.1577058007669087,0.1525058007669087,12.25,0.0245,1.8681960593946316
NAORIS/USDT:USDT,LONG,2025-09-12T17:40:00+00:00,2025-09-12T18:15:00+00:00,0.10849,0.11846,0.12490519486220342,0.10463599772800442,TP_PARTIAL,TP50,0.0918978707714996,0.08669787077149961,24.5,0.049,2.1240978339017405
HIFI/USDT:USDT,LONG,2025-09-12T17:05:00+00:00,2025-09-12T18:20:00+00:00,0.24514,0.282,0.30069648602525817,0.23209630328102634,TP_PARTIAL,TP50,0.15036305784449694,0.14516305784449693,6.125,0.01225,0.8891237292975437
NAORIS/USDT:USDT,LONG,2025-09-12T17:40:00+00:00,2025-09-12T18:20:00+00:00,0.10849,0.1171,0.12490519486220342,0.10463599772800442,TP_PARTIAL,TP50,0.07936215319384268,0.07416215319384269,12.25,0.0245,0.9084863766245729
VELVET/USDT:USDT,LONG,2025-09-12T16:45:00+00:00,2025-09-12T18:25:00+00:00,0.12847,0.13958,0.14657625141297514,0.12421896705956235,TP_PARTIAL,TP50,0.08647933369658292,0.08127933369658293,3.0625,0.006125,0.2489179594457852
HIFI/USDT:USDT,LONG,2025-09-12T17:05:00+00:00,2025-09-12T18:25:00+00:00,0.24514,0.2862,0.30069648602525817,0.23209630328102634,TP_PARTIAL,TP50,0.16749612466345767,0.16229612466345766,3.0625,0.006125,0.4970318817818391
NAORIS/USDT:USDT,LONG,2025-09-12T17:40:00+00:00,2025-09-12T19:00:00+00:00,0.10849,0.1182,0.12490519486220342,0.10463599772800442,TP_PARTIAL,TP50,0.08950133652871228,0.08430133652871229,6.125,0.01225,0.5163456862383627
NAORIS/USDT:USDT,LONG,2025-09-12T17:40:00+00:00,2025-09-12T19:05:00+00:00,0.10849,0.11886,0.12490519486220342,0.10463599772800442,TP_PARTIAL,TP50,0.09558484652963398,0.09038484652963398,3.0625,0.006125,0.2768035924970041
VELVET/USDT:USDT,LONG,2025-09-12T16:45:00+00:00,2025-09-12T19:15:00+00:00,0.12847,0.14657625141297514,0.14657625141297514,0.12421896705956235,TP,TP,0.1409375839727185,0.13573758397271848,3.0625,0.006125,0.41569635091645035
HIFI/USDT:USDT,LONG,2025-09-12T17:05:00+00:00,2025-09-12T19:15:00+00:00,0.24514,0.30069648602525817,0.30069648602525817,0.23209630328102634,TP,TP,0.2266316636422378,0.2214316636422378,3.0625,0.006125,0.6781344699043532
HIFI/USDT:USDT,LONG,2025-09-12T19:15:00+00:00,2025-09-12T19:30:00+00:00,0.30169,0.28473758511990077,0.37389473004486706,0.28473758511990077,SL,SL,-0.05619150412708158,-0.06139150412708158,49.00000000000001,0.09800000000000002,-3.0081837022269977
VELVET/USDT:USDT,LONG,2025-09-12T19:35:00+00:00,2025-09-12T19:40:00+00:00,0.15849,0.15316027695823733,0.18119067221491506,0.15316027695823733,SL,SL,-0.03362813453064962,-0.03882813453064962,49.0,0.098,-1.9025785920018314
NAORIS/USDT:USDT,LONG,2025-09-12T17:40:00+00:00,2025-09-12T19:45:00+00:00,0.10849,0.11794,0.12490519486220342,0.10463599772800442,EXIT,heat<0.90,0.08710480228592497,0.08190480228592498,3.0625,0.006125,0.25083345700064524
HIFI/USDT:USDT,LONG,2025-09-12T19:30:00+00:00,2025-09-12T20:35:00+00:00,0.28211,0.33473,0.3570997514244071,0.2645037105351392,TP_PARTIAL,TP50,0.18652298748715038,0.18132298748715037,24.5,0.049,4.442413193435184
HIFI/USDT:USDT,LONG,2025-09-12T19:30:00+00:00,2025-09-12T20:40:00+00:00,0.28211,0.33204,0.3570997514244071,0.2645037105351392,TP_PARTIAL,TP50,0.1769876998333982,0.1717876998333982,12.25,0.0245,2.104399322959128
HIFI/USDT:USDT,LONG,2025-09-12T19:30:00+00:00,2025-09-12T20:45:00+00:00,0.28211,0.34232,0.3570997514244071,0.2645037105351392,TP_PARTIAL,TP50,0.21342738648045081,0.2082273864804508,6.125,0.01225,1.275392742192761
HIFI/USDT:USDT,LONG,2025-09-12T19:30:00+00:00,2025-09-12T20:50:00+00:00,0.28211,0.33136,0.3570997514244071,0.2645037105351392,TP_PARTIAL,TP50,0.17457729254546084,0.16937729254546083,3.0625,0.006125,0.5187179584204737
VELVET/USDT:USDT,LONG,2025-09-12T19:40:00+00:00,2025-09-12T20:50:00+00:00,0.15261,0.16765,0.17698805277099255,0.14688645717550608,TP_PARTIAL,TP50,0.09855186422908065,0.09335186422908065,24.5,0.049,2.287120673612476
BAKE/USDT:USDT,LONG,2025-09-12T20:45:00+00:00,2025-09-12T20:50:00+00:00,0.1353,0.1309022166701574,0.15403129936784818,0.1309022166701574,SL,SL,-0.03250394183180055,-0.03770394183180055,49.0,0.098,-1.847493149758227
VELVET/USDT:USDT,LONG,2025-09-12T19:40:00+00:00,2025-09-12T20:55:00+00:00,0.15261,0.17146,0.17698805277099255,0.14688645717550608,TP_PARTIAL,TP50,0.12351746281370818,0.11831746281370818,12.25,0.0245,1.4493889194679253
VELVET/USDT:USDT,LONG,2025-09-12T19:40:00+00:00,2025-09-12T21:00:00+00:00,0.15261,0.17463,0.17698805277099255,0.14688645717550608,TP_PARTIAL,TP50,0.14428936504816206,0.13908936504816205,6.125,0.01225,0.8519223609199925
VELVET/USDT:USDT,LONG,2025-09-12T19:40:00+00:00,2025-09-12T21:05:00+00:00,0.15261,0.17563,0.17698805277099255,0.14688645717550608,TP_PARTIAL,TP50,0.15084201559530838,0.14564201559530837,3.0625,0.006125,0.4460286727606319
VELVET/USDT:USDT,LONG,2025-09-12T19:40:00+00:00,2025-09-12T21:10:00+00:00,0.15261,0.17698805277099255,0.17698805277099255,0.14688645717550608,TP,TP,0.15974086082820627,0.15454086082820626,3.0625,0.006125,0.47328138628638167
VELVET/USDT:USDT,LONG,2025-09-12T21:10:00+00:00,2025-09-12T21:30:00+00:00,0.18124,0.17500458532286187,0.2077982476989217,0.17500458532286187,SL,SL,-0.034404186035853816,-0.03960418603585382,49.0,0.098,-1.9406051157568371
BAKE/USDT:USDT,LONG,2025-09-12T20:50:00+00:00,2025-09-12T21:45:00+00:00,0.1291,0.1489576351272876,0.1489576351272876,0.12443777262228899,TP,TP,0.15381591887906748,0.14861591887906747,49.0,0.098,7.2821800250743065
NAORIS/USDT:USDT,LONG,2025-09-12T21:05:00+00:00,2025-09-12T21:45:00+00:00,0.12825,0.13868,0.1474339624061342,0.12374593926116849,TP_PARTIAL,TP50,0.08132553606237812,0.07612553606237812,24.5,0.049,1.865075633528264
VELVET/USDT:USDT,LONG,2025-09-12T21:30:00+00:00,2025-09-12T21:45:00+00:00,0.16816,0.16057517792082096,0.2004657236705774,0.16057517792082096,SL,SL,-0.045104793525089455,-0.05030479352508946,49.0,0.098,-2.4649348827293833
NAORIS/USDT:USDT,LONG,2025-09-12T21:05:00+00:00,2025-09-12T21:50:00+00:00,0.12825,0.13801,0.1474339624061342,0.12374593926116849,TP_PARTIAL,TP50,0.07610136452241709,0.07090136452241709,12.25,0.0245,0.8685417153996093
NAORIS/USDT:USDT,LONG,2025-09-12T21:05:00+00:00,2025-09-12T21:55:00+00:00,0.12825,0.13892,0.1474339624061342,0.12374593926116849,TP_PARTIAL,TP50,0.08319688109161781,0.07799688109161781,6.125,0.01225,0.4777308966861591
NAORIS/USDT:USDT,LONG,2025-09-12T21:05:00+00:00,2025-09-12T22:00:00+00:00,0.12825,0.14521,0.1474339624061342,0.12374593926116849,TP_PARTIAL,TP50,0.13224171539961016,0.12704171539961015,3.0625,0.006125,0.3890652534113061
HIFI/USDT:USDT,LONG,2025-09-12T19:30:00+00:00,2025-09-12T22:15:00+00:00,0.28211,0.3570997514244071,0.3570997514244071,0.2645037105351392,TP,TP,0.26581741669705805,0.26061741669705807,3.0625,0.006125,0.7981408386347404
BAKE/USDT:USDT,LONG,2025-09-12T21:45:00+00:00,2025-09-12T22:20:00+00:00,0.1507,0.14524602908840895,0.1739298761049249,0.14524602908840895,SL,SL,-0.036190915139953914,-0.04139091513995392,49.0,0.098,-2.028154841857742
HIFI/USDT:USDT,LONG,2025-09-12T22:15:00+00:00,2025-09-12T22:35:00+00:00,0.36009,0.41908,0.4360414616176694,0.3422579177071559,TP_PARTIAL,TP50,0.16382015607209305,0.15862015607209304,24.5,0.049,3.8861938237662796
HIFI/USDT:USDT,LONG,2025-09-12T22:15:00+00:00,2025-09-12T22:40:00+00:00,0.36009,0.41802,0.4360414616176694,0.3422579177071559,TP_PARTIAL,TP50,0.16087644755477792,0.1556764475547779,12.25,0.0245,1.9070364825460295
HIFI/USDT:USDT,LONG,2025-09-12T22:15:00+00:00,2025-09-12T22:45:00+00:00,0.36009,0.4164,0.4360414616176694,0.3422579177071559,TP_PARTIAL,TP50,0.15637757227359816,0.15117757227359815,6.125,0.01225,0.9259626301757887
VELVET/USDT:USDT,LONG,2025-09-12T21:45:00+00:00,2025-09-12T22:50:00+00:00,0.15916,0.1641,0.19209649376977353,0.15142708407144448,EOD,EOD,0.031037949233475748,0.025837949233475745,49.0,0.098,1.2660595124403116
