symbol,side,entry_time,exit_time,entry,exit,tp,sl,action,reason,gross_return,net_return,notional,fees_paid,realized_pnl
TA/USDT:USDT,LONG,2025-10-05T09:24:00+00:00,2025-10-05T09:30:00+00:00,0.0733,0.07276493276903796,0.08186107569539272,0.07276493276903796,SL,SL,-0.007299689371924165,-0.017499689371924164,4.5,0.0315,-0.07874860217365874
TA/USDT:USDT,LONG,2025-10-05T09:30:00+00:00,2025-10-05T09:33:00+00:00,0.07155,0.0710267277447317,0.07992235608429271,0.0710267277447317,SL,SL,-0.007313378829745601,-0.0175133788297456,4.5,0.0315,-0.07881020473385521
TA/USDT:USDT,LONG,2025-10-05T09:33:00+00:00,2025-10-05T09:36:00+00:00,0.07042,0.06987196147725086,0.07918861636398608,0.06987196147725086,SL,SL,-0.007782427190416591,-0.01798242719041659,4.5,0.0315,-0.08092092235687466
TA/USDT:USDT,LONG,2025-10-05T09:36:00+00:00,2025-10-05T09:42:00+00:00,0.06975,0.06919546422887582,0.07862257233798708,0.06919546422887582,SL,SL,-0.007950333636189062,-0.01815033363618906,4.5,0.0315,-0.08167650136285078
CUDIS/USDT:USDT,LONG,2025-10-05T10:06:00+00:00,2025-10-05T10:30:00+00:00,0.06236,0.06603,0.06875217867263386,0.06236,TP_PARTIAL,TP50,0.05885182809493276,0.04865182809493276,2.25,0.01575,0.1094666132135987
TA/USDT:USDT,LONG,2025-10-05T09:42:00+00:00,2025-10-05T13:24:00+00:00,0.06851,0.07339,0.07716269757714192,0.06851,TP_PARTIAL,TP50,0.0712304773025835,0.061030477302583507,2.25,0.01575,0.1373185739308129
CUDIS/USDT:USDT,LONG,2025-10-05T10:06:00+00:00,2025-10-05T14:00:00+00:00,0.06236,0.06236,0.06875217867263386,0.06236,SL,SL,0.0,-0.0102,2.25,0.01575,-0.02295
TA/USDT:USDT,LONG,2025-10-05T09:42:00+00:00,2025-10-05T15:06:00+00:00,0.06851,0.07716269757714192,0.07716269757714192,0.06851,TP,TP,0.1262983152407228,0.1160983152407228,2.25,0.01575,0.2612212092916263
NAORIS/USDT:USDT,LONG,2025-10-06T10:18:00+00:00,2025-10-06T10:21:00+00:00,0.07855,0.07795744505380685,0.08803087913909033,0.07795744505380685,SL,SL,-0.007543665769486274,-0.017743665769486276,4.5,0.0315,-0.07984649596268824
NAORIS/USDT:USDT,LONG,2025-10-06T10:21:00+00:00,2025-10-06T10:24:00+00:00,0.07354,0.0727956275499635,0.08544995920058387,0.0727956275499635,SL,SL,-0.01012200775138003,-0.02032200775138003,4.5,0.0315,-0.09144903488121015
