symbol,side,entry_time,exit_time,entry,exit,tp,sl,reason,gross_return,net_return,notional,fees_paid,realized_pnl
NTRN/USDT:USDT,LONG,2025-08-26T14:15:00+00:00,2025-08-26T15:00:00+00:00,0.12029,0.11719510086505598,0.13347197779698375,0.11719510086505598,SL,-0.025728648557186904,-0.030928648557186904,2.2,0.0044,-0.06804302682581119
RESOLV/USDT:USDT,LONG,2025-08-26T14:15:00+00:00,2025-08-26T15:20:00+00:00,0.15522,0.15358152706209538,0.16219868103181598,0.15358152706209538,SL,-0.010555810706768568,-0.01575581070676857,2.2,0.0044,-0.03466278355489086
BERA/USDT:USDT,LONG,2025-08-26T14:15:00+00:00,2025-08-26T15:50:00+00:00,2.565,2.5320696615593232,2.7052588489139926,2.5320696615593232,SL,-0.012838338573363244,-0.018038338573363247,2.2,0.0044,-0.03968434486139914
BERA/USDC:USDC,LONG,2025-08-26T14:15:00+00:00,2025-08-26T15:50:00+00:00,2.564,2.5309324872933674,2.7048431096763985,2.5309324872933674,SL,-0.012896845829419915,-0.018096845829419915,2.2,0.0044,-0.039813060824723814
NTRN/USDT:USDT,LONG,2025-08-26T15:00:00+00:00,2025-08-26T16:15:00+00:00,0.11635,0.11336606976397698,0.12905933248676468,0.11336606976397698,SL,-0.025646155874714367,-0.03084615587471437,2.2,0.0044,-0.06786154292437162
NMR/USDT:USDT,LONG,2025-08-26T15:50:00+00:00,2025-08-26T16:15:00+00:00,8.791,9.772840915823107,9.772840915823107,8.560480828458923,TP,0.11168705674247596,0.10648705674247597,2.2,0.0044,0.23427152483344715
GOR/USDT:USDT,LONG,2025-08-26T15:50:00+00:00,2025-08-26T16:45:00+00:00,0.01024,0.010089997223782792,0.010878900713517742,0.010089997223782792,SL,-0.01464870861496175,-0.019848708614961748,2.2,0.0044,-0.04366715895291585
LPT/USDT:USDT,LONG,2025-08-26T16:45:00+00:00,2025-08-26T16:55:00+00:00,6.769,6.6537768555449475,7.259765244901152,6.6537768555449475,SL,-0.017022181187036883,-0.022222181187036887,2.2,0.0044,-0.048888798611481155
NMR/USDT:USDT,LONG,2025-08-26T16:15:00+00:00,2025-08-26T17:00:00+00:00,10.452,12.149916679729259,12.149916679729259,10.053358692585304,TP,0.16244897433307107,0.15724897433307106,2.2,0.0044,0.34594774353275637
GOR/USDT:USDT,LONG,2025-08-26T16:55:00+00:00,2025-08-26T17:00:00+00:00,0.01009,0.009919850483306323,0.010814710904436035,0.009919850483306323,SL,-0.016863183022168195,-0.022063183022168198,2.2,0.0044,-0.04853900264877004
LPT/USDT:USDT,LONG,2025-08-26T17:00:00+00:00,2025-08-26T17:05:00+00:00,6.669,6.541758859924289,7.210953004026177,6.541758859924289,SL,-0.019079493188740554,-0.024279493188740557,2.2,0.0044,-0.05341488501522923
NMR/USDT:USDT,LONG,2025-08-26T17:00:00+00:00,2025-08-26T17:10:00+00:00,12.199,11.703261253400722,14.310479846626553,11.703261253400722,SL,-0.04063765444702662,-0.04583765444702662,2.2,0.0044,-0.10084283978345858
PARTI/USDT:USDT,LONG,2025-08-26T17:05:00+00:00,2025-08-26T17:35:00+00:00,0.1752,0.17319543271191518,0.1837379717825835,0.17319543271191518,SL,-0.011441594110073167,-0.01664159411007317,2.2,0.0044,-0.03661150704216097
NMR/USDT:USDT,LONG,2025-08-26T17:10:00+00:00,2025-08-26T18:40:00+00:00,11.6,11.10295240726899,13.717054561632079,11.10295240726899,SL,-0.04284893040784564,-0.04804893040784564,2.2,0.0044,-0.10570764689726042
JST/USDT:USDT,LONG,2025-08-26T16:15:00+00:00,2025-08-26T19:25:00+00:00,0.036727,0.03774347529475919,0.03774347529475919,0.03648834927862176,TP,0.027676513049233128,0.022476513049233128,2.2,0.0044,0.04944832870831289
GOR/USDT:USDT,LONG,2025-08-26T19:25:00+00:00,2025-08-26T19:55:00+00:00,0.01173,0.011362966213354232,0.01329329205423198,0.011362966213354232,SL,-0.03129017788966484,-0.03649017788966484,2.2,0.0044,-0.08027839135726265
CROSS/USDT:USDT,LONG,2025-08-26T14:15:00+00:00,2025-08-26T21:15:00+00:00,0.23021,0.2273904915328642,0.242219017545208,0.2273904915328642,SL,-0.01224754992022849,-0.01744754992022849,2.2,0.0044,-0.03838460982450268
NMR/USDT:USDT,LONG,2025-08-26T18:40:00+00:00,2025-08-26T21:45:00+00:00,11.074,12.509106180594147,12.509106180594147,10.737062027164852,TP,0.12959239485227983,0.12439239485227982,2.2,0.0044,0.2736632686750156
LAUNCHCOIN/USDT:USDT,LONG,2025-08-26T21:15:00+00:00,2025-08-26T21:55:00+00:00,0.05082,0.05360334599171426,0.05360334599171426,0.050166518767162736,TP,0.05476871294203593,0.04956871294203593,2.2,0.0044,0.10905116847247906
