error,elapsed_sec,score,param,value,stage_idx,stage_mode
"ValueError(""could not convert string to float: ''"")",9.846687316894531e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0125|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.274482727050781e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0125|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.012222290039062e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0125|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010919570922851562,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0125|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.893013000488281e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0125|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003666877746582031,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0125|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00027298927307128906,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.024999999999999994|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00025916099548339844,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.024999999999999994|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00020384788513183594,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.024999999999999994|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002474784851074219,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.024999999999999994|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00021648406982421875,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.024999999999999994|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00027298927307128906,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.024999999999999994|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003228187561035156,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.024999999999999994|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0045778751373291016,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.024999999999999994|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00027680397033691406,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.024999999999999994|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00029730796813964844,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0375|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002968311309814453,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0375|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.002151012420654297,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0375|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003540515899658203,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0375|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00022673606872558594,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0375|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002675056457519531,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0375|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00027751922607421875,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0375|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002841949462890625,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0375|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002675056457519531,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.26|0.45|0.0375|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003185272216796875,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0125|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003006458282470703,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0125|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00038123130798339844,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0125|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0027627944946289062,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0125|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00027823448181152344,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0125|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00023126602172851562,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0125|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002543926239013672,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0125|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0020067691802978516,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0125|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002560615539550781,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0125|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.002215147018432617,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.024999999999999994|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003173351287841797,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.024999999999999994|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002512931823730469,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.024999999999999994|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00024127960205078125,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.024999999999999994|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.34600830078125e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.024999999999999994|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.584426879882812e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.024999999999999994|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00036144256591796875,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.024999999999999994|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003256797790527344,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.024999999999999994|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00025272369384765625,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.024999999999999994|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00018596649169921875,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0375|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.000308990478515625,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0375|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002448558807373047,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0375|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00017023086547851562,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0375|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.005669593811035156,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0375|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.72747802734375e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0375|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00012803077697753906,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0375|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00012350082397460938,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0375|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003597736358642578,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.37|0.0375|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002281665802001953,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0125|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00028228759765625,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0125|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.632110595703125e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0125|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010395050048828125,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0125|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.202957153320312e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0125|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001895427703857422,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0125|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001964569091796875,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0125|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.179115295410156e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0125|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.1552734375e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0125|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.107589721679688e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.024999999999999994|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001575946807861328,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.024999999999999994|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00014853477478027344,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.024999999999999994|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001125335693359375,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.024999999999999994|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001780986785888672,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.024999999999999994|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.96453857421875e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.024999999999999994|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.7738037109375e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.024999999999999994|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010156631469726562,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.024999999999999994|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.511543273925781e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.024999999999999994|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00011277198791503906,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0375|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.226799011230469e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0375|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.392333984375e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0375|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00015163421630859375,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0375|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.632110595703125e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0375|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002148151397705078,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0375|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00019931793212890625,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0375|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.250640869140625e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0375|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.489059448242188e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.41000000000000003|0.0375|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0011377334594726562,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0125|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010180473327636719,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0125|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.940696716308594e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0125|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00011014938354492188,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0125|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.893013000488281e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0125|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.965896606445312e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0125|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00020933151245117188,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0125|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001513957977294922,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0125|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001633167266845703,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0125|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002105236053466797,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.024999999999999994|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.004591703414916992,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.024999999999999994|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00011372566223144531,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.024999999999999994|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00022840499877929688,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.024999999999999994|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010633468627929688,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.024999999999999994|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.000232696533203125,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.024999999999999994|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00018072128295898438,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.024999999999999994|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001888275146484375,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.024999999999999994|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00012493133544921875,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.024999999999999994|0.032115|16.0,11,grid
