error,elapsed_sec,score,param,value,stage_idx,stage_mode
"ValueError(""could not convert string to float: ''"")",0.00011682510375976562,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0375|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.011044979095458984,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0375|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.010508537292480469,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0375|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00022220611572265625,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0375|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010895729064941406,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0375|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010848045349121094,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0375|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00011467933654785156,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0375|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.797645568847656e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0375|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.298324584960938e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.28|0.45|0.0375|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010561943054199219,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0125|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.606910705566406e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0125|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00037217140197753906,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0125|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003657341003417969,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0125|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003120899200439453,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0125|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0003685951232910156,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0125|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00024819374084472656,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0125|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001366138458251953,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0125|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0021371841430664062,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0125|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00019097328186035156,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.024999999999999994|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.250640869140625e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.024999999999999994|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00011515617370605469,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.024999999999999994|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.608268737792969e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.024999999999999994|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.869171142578125e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.024999999999999994|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00015997886657714844,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.024999999999999994|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00011491775512695312,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.024999999999999994|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010514259338378906,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.024999999999999994|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.846687316894531e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.024999999999999994|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00034046173095703125,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0375|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00035119056701660156,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0375|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00022125244140625,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0375|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0004355907440185547,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0375|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002684593200683594,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0375|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00024199485778808594,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0375|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00019598007202148438,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0375|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001990795135498047,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0375|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.274482727050781e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.37|0.0375|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00020360946655273438,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0125|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00020456314086914062,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0125|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.869171142578125e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0125|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00029587745666503906,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0125|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010037422180175781,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0125|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.322166442871094e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0125|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00013518333435058594,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0125|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.131431579589844e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0125|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.584426879882812e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0125|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.7738037109375e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.024999999999999994|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.512901306152344e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.024999999999999994|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.000324249267578125,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.024999999999999994|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00022149085998535156,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.024999999999999994|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010514259338378906,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.024999999999999994|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.989738464355469e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.024999999999999994|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.703636169433594e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.024999999999999994|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00022745132446289062,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.024999999999999994|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00029754638671875,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.024999999999999994|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00013446807861328125,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0375|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00013065338134765625,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0375|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010919570922851562,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0375|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00013184547424316406,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0375|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00019311904907226562,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0375|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00034737586975097656,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0375|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.003437042236328125,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0375|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002841949462890625,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0375|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001761913299560547,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.41000000000000003|0.0375|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010991096496582031,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0125|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.34600830078125e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0125|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.107589721679688e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0125|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.7738037109375e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0125|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.702278137207031e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0125|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0007956027984619141,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0125|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001881122589111328,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0125|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002319812774658203,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0125|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00034999847412109375,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0125|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00017142295837402344,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.024999999999999994|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002772808074951172,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.024999999999999994|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00012135505676269531,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.024999999999999994|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00014281272888183594,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.024999999999999994|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0002644062042236328,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.024999999999999994|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00019788742065429688,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.024999999999999994|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.0001895427703857422,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.024999999999999994|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00019669532775878906,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.024999999999999994|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.584426879882812e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.024999999999999994|0.032115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.7738037109375e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0375|0.017115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00010275840759277344,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0375|0.017115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.751319885253906e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0375|0.017115|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00020051002502441406,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0375|0.024614999999999998|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.726119995117188e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0375|0.024614999999999998|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",8.559226989746094e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0375|0.024614999999999998|16.0,11,grid
"ValueError(""could not convert string to float: ''"")",9.274482727050781e-05,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0375|0.032115|8.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00012159347534179688,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0375|0.032115|12.0,11,grid
"ValueError(""could not convert string to float: ''"")",0.00011110305786132812,-1e+30,strategy_params_long.tpPercent|strategy_params_long.subSellTPPercent|strategy_params_long.callbackPercent|strategy_params_long.linearDropPercent|strategy_params_long.trendMaLen,0.3|0.45|0.0375|0.032115|16.0,11,grid
