symbol,bars,equity_end_realized,realized_pnl,return_pct,trades,win_rate_pct,profit_factor,mdd_realized_pct,mdd_mtm_pct
UMA/USDT:USDT,500,100.51988178084957,0.5198817808495733,0.5198817808495626,42,100.0,0.0,0.0,-1.3847163188158385
TAI/USDT:USDT,500,100.51584070838825,0.5158407083882537,0.5158407083882599,49,100.0,0.0,0.0,-1.5277396170003095
HYPERLANE/USDT:USDT,500,100.51521762563715,0.515217625637149,0.5152176256371543,42,100.0,0.0,0.0,-1.071540123697744
BRETT/USDT:USDT,500,100.51469875815815,0.514698758158147,0.5146987581581497,45,100.0,0.0,0.0,-3.9162546412712906
FARTCOIN/USDC:USDC,500,100.51428062207171,0.5142806220717091,0.5142806220717056,48,100.0,0.0,0.0,-2.571208814455507
FARTCOIN/USDT:USDT,500,100.5102811269772,0.5102811269772047,0.5102811269771967,47,100.0,0.0,0.0,-2.5311190481992463
DEGEN/USDT:USDT,500,100.50873358256722,0.508733582567217,0.5087335825672223,41,100.0,0.0,0.0,-2.003023938597897
ZKJ/USDT:USDT,500,100.50644285227176,0.5064428522717606,0.5064428522717712,71,100.0,0.0,0.0,-1.268459984590107
VVV/USDT:USDT,500,100.50617564326346,0.506175643263461,0.5061756432634512,37,100.0,0.0,0.0,-1.6552917267726577
INJ/USDT:USDT,500,100.50472550418519,0.5047255041851884,0.5047255041851884,45,100.0,0.0,0.0,-1.7673681382758728
BROCCOLIF3B/USDT:USDT,500,100.50350519646494,0.5035051964649426,0.5035051964649373,41,100.0,0.0,0.0,-1.193700590944307
TOKEN/USDT:USDT,500,100.50332210562222,0.5033221056222175,0.5033221056222281,38,100.0,0.0,0.0,-2.187101888060571
ETHW/USDT:USDT,500,100.50238534779533,0.5023853477953253,0.50238534779532,30,100.0,0.0,0.0,-10.378397497114014
LQTY/USDT:USDT,500,100.4995336982356,0.4995336982355951,0.499533698235588,48,100.0,0.0,0.0,-2.3394832101261853
PIXEL/USDT:USDT,500,100.49735449901122,0.4973544990112231,0.49735449901122664,43,100.0,0.0,0.0,-1.9955218673051476
M/USDT:USDT,500,100.4951536440141,0.49515364401409556,0.49515364401409023,38,100.0,0.0,0.0,-2.1688672017227573
VIRTUAL/USDT:USDT,500,100.49310008280281,0.4931000828028118,0.4931000828028109,45,100.0,0.0,0.0,-2.4418884532966167
SCR/USDT:USDT,500,100.4914028406704,0.4914028406704034,0.4914028406703963,53,100.0,0.0,0.0,-1.1962037701114143
DIA/USDT:USDT,500,100.48980127644236,0.48980127644236404,0.4898012764423587,40,100.0,0.0,0.0,-1.4054467034824232
1000CAT/USDT:USDT,500,100.4897323084994,0.4897323084993985,0.4897323084994021,40,100.0,0.0,0.0,-4.765929299527127
THETA/USDT:USDT,500,100.48879078662881,0.4887907866288117,0.48879078662880104,33,100.0,0.0,0.0,-1.869546533251399
ZEREBRO/USDT:USDT,500,100.4865801912147,0.4865801912146992,0.48658019121470275,39,100.0,0.0,0.0,-2.8629344618646533
TREE/USDT:USDT,500,100.48358100595186,0.48358100595186215,0.4835810059518719,44,100.0,0.0,0.0,-1.6469859525568902
MEME/USDT:USDT,500,100.48230877659728,0.48230877659727867,0.48230877659727334,33,100.0,0.0,0.0,-22.53102748645055
H/USDT:USDT,500,100.48195511063918,0.48195511063917706,0.4819551106391762,48,100.0,0.0,0.0,-1.5936050983547347
SYN/USDT:USDT,500,100.48186802921917,0.4818680292191715,0.48186802921916794,51,100.0,0.0,0.0,-0.8457895932778215
EIGEN/USDT:USDT,500,100.47709549564458,0.4770954956445763,0.4770954956445861,61,100.0,0.0,0.0,-2.4725606673680334
AERO/USDT:USDT,500,100.4767258555667,0.47672585556669844,0.47672585556670644,49,100.0,0.0,0.0,-2.3179959823322998
GRIFFAIN/USDT:USDT,500,100.47389184586007,0.4738918458600665,0.47389184586006383,43,100.0,0.0,0.0,-2.3222863635493645
TAG/USDT:USDT,500,100.47324715569489,0.4732471556948923,0.4732471556949003,32,100.0,0.0,0.0,-0.5682145827751687
AIXBT/USDT:USDT,500,100.47312234675317,0.473122346753172,0.4731223467531631,45,100.0,0.0,0.0,-2.598319597988218
B/USDT:USDT,500,100.47308859237216,0.4730885923721644,0.4730885923721617,15,100.0,0.0,0.0,-0.6482224907813
VANRY/USDT:USDT,500,100.47258089126537,0.4725808912653662,0.47258089126536174,41,100.0,0.0,0.0,-1.6527863211812912
EIGEN/USDC:USDC,500,100.47031749206816,0.47031749206816187,0.47031749206816187,60,100.0,0.0,0.0,-2.6055434967450943
PONKE/USDT:USDT,500,100.47022743469334,0.47022743469334216,0.4702274346933377,39,100.0,0.0,0.0,-2.312053618057382
GAS/USDT:USDT,500,100.46871520632534,0.46871520632534214,0.468715206325343,40,100.0,0.0,0.0,-4.245099289497474
BIO/USDT:USDT,500,100.4676778218214,0.46767782182139683,0.4676778218213995,30,100.0,0.0,0.0,-19.103509291432424
PEOPLE/USDT:USDT,500,100.46766899801814,0.46766899801814077,0.46766899801813366,42,100.0,0.0,0.0,-2.8842979503862844
PHB/USDT:USDT,500,100.46511939828615,0.46511939828614857,0.46511939828615123,44,100.0,0.0,0.0,-1.7580896065069982
MKR/USDT:USDT,500,100.46447034985715,0.46447034985715163,0.46447034985714897,43,100.0,0.0,0.0,-2.3566781647516857
PRCL/USDT:USDT,500,100.46434105729733,0.4643410572973323,0.464341057297335,38,100.0,0.0,0.0,-2.1385946647564027
BOME/USDC:USDC,500,100.46390891334794,0.46390891334793594,0.4639089133479324,38,100.0,0.0,0.0,-9.098113852966069
BEAM/USDT:USDT,500,100.46271922113309,0.46271922113308506,0.46271922113307884,45,100.0,0.0,0.0,-1.58766320072622
CUDIS/USDT:USDT,500,100.46204349507454,0.4620434950745391,0.4620434950745489,33,100.0,0.0,0.0,-10.056402346781896
STRK/USDC:USDC,500,100.45464805309834,0.4546480530983388,0.4546480530983388,51,100.0,0.0,0.0,-2.411177333353298
BLAST/USDT:USDT,500,100.45387743460823,0.4538774346082306,0.4538774346082297,33,100.0,0.0,0.0,-1.5443939891054734
RPL/USDT:USDT,500,100.45001238532605,0.4500123853260476,0.4500123853260485,44,100.0,0.0,0.0,-3.2997203290567363
PENGU/USDC:USDC,500,100.44951499616833,0.44951499616833246,0.4495149961683431,47,100.0,0.0,0.0,-4.685836839350569
TST/USDT:USDT,500,100.44876359054041,0.44876359054040904,0.44876359054040194,40,100.0,0.0,0.0,-0.9226969194991951
REX/USDT:USDT,500,100.44794799327693,0.4479479932769266,0.44794799327692036,45,100.0,0.0,0.0,-2.300770001692448
COMP/USDT:USDT,500,100.44732161306503,0.4473216130650286,0.4473216130650215,39,100.0,0.0,0.0,-1.8308848333922667
AKT/USDT:USDT,500,100.44674970914038,0.44674970914037715,0.4467497091403816,33,100.0,0.0,0.0,-0.8440487511039297
ZRC/USDT:USDT,500,100.44659205990514,0.44659205990514295,0.4465920599051376,44,100.0,0.0,0.0,-1.386212437840694
OP/USDC:USDC,500,100.44510854042942,0.44510854042941617,0.4451085404294064,35,100.0,0.0,0.0,-1.807825696396181
HIGH/USDT:USDT,500,100.44296436082057,0.442964360820568,0.44296436082056356,34,100.0,0.0,0.0,-1.825432655541134
PROMPT/USDT:USDT,500,100.44232783269157,0.44232783269157494,0.44232783269158027,21,100.0,0.0,0.0,-16.84363999909389
STO/USDT:USDT,500,100.44180771252564,0.44180771252564455,0.44180771252564366,44,100.0,0.0,0.0,-2.1210483447496413
F/USDT:USDT,500,100.43908468832235,0.43908468832235314,0.43908468832234426,37,100.0,0.0,0.0,-1.3041764692770728
MEW/USDT:USDT,500,100.43574769539175,0.43574769539175406,0.43574769539176383,44,100.0,0.0,0.0,-1.96627466656655
ROSE/USDT:USDT,500,100.43514938537132,0.435149385371318,0.4351493853713251,44,100.0,0.0,0.0,-1.2848460564136965
SWARMS/USDT:USDT,500,100.4342137392218,0.4342137392218035,0.4342137392218115,49,100.0,0.0,0.0,-1.0433967953618566
CYBER/USDT:USDT,500,100.43370917714289,0.43370917714288737,0.4337091771428936,49,100.0,0.0,0.0,-1.9655039087491233
CHR/USDT:USDT,500,100.43358660472481,0.4335866047248089,0.4335866047248116,43,100.0,0.0,0.0,-1.5507392860610307
1000PEPE/USDC:USDC,500,100.43107098610348,0.43107098610347805,0.4310709861034878,41,100.0,0.0,0.0,-2.1120553977845655
YGG/USDT:USDT,500,100.42874488913891,0.42874488913891184,0.42874488913891007,46,100.0,0.0,0.0,-3.2345668510000722
DYM/USDT:USDT,500,100.42637182858071,0.426371828580713,0.4263718285807183,45,100.0,0.0,0.0,-2.0684539712783105
A2Z/USDT:USDT,500,100.42570095969927,0.42570095969927024,0.42570095969927113,34,100.0,0.0,0.0,-1.4372668796447197
INIT/USDT:USDT,500,100.42553518990606,0.4255351899060571,0.42553518990606776,38,100.0,0.0,0.0,-2.281257680050366
ADA/USDT:USDT,500,100.42293427034832,0.4229342703483212,0.42293427034831854,42,100.0,0.0,0.0,-1.3716260648170195
FLM/USDT:USDT,500,100.42248426059562,0.42248426059562405,0.4224842605956347,41,100.0,0.0,0.0,-1.8454789646774699
MERL/USDT:USDT,500,100.4217165080611,0.4217165080610954,0.4217165080610874,25,100.0,0.0,0.0,-1.4444094071416602
BB/USDT:USDT,500,100.42125471701529,0.4212547170152874,0.4212547170152847,36,100.0,0.0,0.0,-9.056402313874337
PYTH/USDT:USDT,500,100.41922811983045,0.41922811983044994,0.4192281198304393,40,100.0,0.0,0.0,-1.814441691471977
TA/USDT:USDT,500,100.41870578374134,0.4187057837413448,0.4187057837413466,42,100.0,0.0,0.0,-1.726297281423241
CGPT/USDT:USDT,500,100.416979674104,0.41697967410399883,0.41697967410398995,43,100.0,0.0,0.0,-1.7422306047028853
HOT/USDT:USDT,500,100.41514102466462,0.4151410246646208,0.41514102466462255,39,100.0,0.0,0.0,-2.020194587441842
10000WHY/USDT:USDT,500,100.41467156672353,0.414671566723527,0.41467156672352345,41,100.0,0.0,0.0,-1.8046908960718828
PNUT/USDC:USDC,500,100.41442442186452,0.4144244218645241,0.4144244218645232,42,100.0,0.0,0.0,-2.4000721640937974
WOO/USDT:USDT,500,100.41425425505962,0.41425425505961755,0.41425425505960956,40,100.0,0.0,0.0,-1.9350069454425696
LISTA/USDT:USDT,500,100.41410710808636,0.4141071080863554,0.414107108086359,37,100.0,0.0,0.0,-2.2826737038809988
AR/USDT:USDT,500,100.41392947071824,0.4139294707182444,0.41392947071825503,42,100.0,0.0,0.0,-2.1290230624815076
ENS/USDT:USDT,500,100.4137584317927,0.4137584317927008,0.413758431792699,39,100.0,0.0,0.0,-1.9552802674974445
MANTA/USDT:USDT,500,100.41206806326744,0.4120680632674407,0.4120680632674345,44,100.0,0.0,0.0,-1.9851006098902377
CROSS/USDT:USDT,500,100.41102432148169,0.41102432148169044,0.4110243214817011,32,100.0,0.0,0.0,-1.045327113307584
RENDER/USDT:USDT,500,100.41072842228242,0.4107284222824177,0.4107284222824248,37,100.0,0.0,0.0,-1.8509583608558464
SAGA/USDT:USDT,500,100.41062822313026,0.41062822313026004,0.4106282231302494,46,100.0,0.0,0.0,-2.084928743882197
UNI/USDT:USDT,500,100.41009201513113,0.41009201513112714,0.410092015131136,40,100.0,0.0,0.0,-1.5426835214821004
ADA/USDC:USDC,500,100.40991215635609,0.4099121563560857,0.4099121563560848,41,100.0,0.0,0.0,-1.3740892181115774
PNUT/USDT:USDT,500,100.40913792920091,0.4091379292009094,0.40913792920092007,40,100.0,0.0,0.0,-2.486223985489299
PUFFER/USDT:USDT,500,100.40888262772728,0.4088826277272801,0.40888262772726947,37,100.0,0.0,0.0,-2.056438907235915
IOTA/USDT:USDT,500,100.40547171946848,0.4054717194684798,0.4054717194684754,39,100.0,0.0,0.0,-1.4853846886970619
COW/USDT:USDT,500,100.40498192321664,0.4049819232166385,0.4049819232166296,37,100.0,0.0,0.0,-2.5523725925745406
MAVIA/USDT:USDT,500,100.4048551183973,0.40485511839729327,0.40485511839729593,43,100.0,0.0,0.0,-1.396564427705701
NEO/USDT:USDT,500,100.40405212425725,0.4040521242572481,0.4040521242572481,36,100.0,0.0,0.0,-2.849035209438382
1000000BOB/USDT:USDT,500,100.40383659068856,0.40383659068855593,0.4038365906885666,47,100.0,0.0,0.0,-1.4960877333867502
JUP/USDT:USDT,500,100.40381973429368,0.4038197342936769,0.40381973429368667,37,100.0,0.0,0.0,-2.422251915536359
UNI/USDC:USDC,500,100.4030731696236,0.4030731696235961,0.4030731696236023,41,100.0,0.0,0.0,-1.5508680880960202
BANANA/USDT:USDT,500,100.40229924322671,0.4022992432267074,0.4022992432267003,42,100.0,0.0,0.0,-2.1848592530042903
ENS/USDC:USDC,500,100.4022361169833,0.4022361169833033,0.4022361169833122,40,100.0,0.0,0.0,-1.8622420920341838
GHST/USDT:USDT,500,100.40116803997734,0.4011680399773354,0.40116803997733985,25,100.0,0.0,0.0,-1.5798439750042998
BOME/USDT:USDT,500,100.40039501524758,0.40039501524758236,0.4003950152475788,40,100.0,0.0,0.0,-8.852505138900622
HOOK/USDT:USDT,500,100.39991529454424,0.39991529454424324,0.3999152945442397,46,100.0,0.0,0.0,-1.9048494416982122
1000000MOG/USDT:USDT,500,100.39960198124155,0.39960198124154545,0.39960198124153745,58,100.0,0.0,0.0,-1.7057380213477715
MOODENG/USDT:USDT,500,100.39953957061054,0.3995395706105427,0.3995395706105409,38,100.0,0.0,0.0,-2.351708749767057
KERNEL/USDT:USDT,500,100.39928278633259,0.3992827863325914,0.39928278633258873,36,100.0,0.0,0.0,-2.816753741486134
HFT/USDT:USDT,500,100.3990921449701,0.3990921449700977,0.3990921449700924,39,100.0,0.0,0.0,-2.533196816894062
X/USDT:USDT,500,100.39893584211518,0.3989358421151792,0.39893584211518895,34,100.0,0.0,0.0,-1.2341564463014132
GMX/USDT:USDT,500,100.39821773455968,0.39821773455967957,0.39821773455968046,35,100.0,0.0,0.0,-1.1554823711569704
FIDA/USDT:USDT,500,100.39795455458032,0.39795455458032336,0.39795455458031537,40,100.0,0.0,0.0,-3.3424100638884937
PENDLE/USDT:USDT,500,100.39776039219348,0.3977603921934758,0.39776039219348025,61,100.0,0.0,0.0,-1.1807135891802516
ETHFI/USDC:USDC,500,100.39726172432424,0.39726172432423823,0.39726172432423823,41,100.0,0.0,0.0,-2.793787991366142
TRU/USDT:USDT,500,100.39481365351489,0.3948136535148876,0.3948136535148805,42,100.0,0.0,0.0,-1.667982839102144
METIS/USDT:USDT,500,100.39351548977729,0.3935154897772861,0.39351548977728523,46,100.0,0.0,0.0,-2.4819378675064874
SWELL/USDT:USDT,500,100.39317137720113,0.3931713772011278,0.39317137720111806,34,100.0,0.0,0.0,-3.807750973202878
ARKM/USDT:USDT,500,100.39311778463838,0.39311778463837754,0.3931177846383749,39,100.0,0.0,0.0,-2.030874898453289
ORDI/USDT:USDT,500,100.391669244424,0.3916692444239942,0.39166924442399775,40,100.0,0.0,0.0,-3.494122326671281
IO/USDT:USDT,500,100.39128201772738,0.39128201772737725,0.39128201772737903,42,100.0,0.0,0.0,-1.5370250180838718
KNC/USDT:USDT,500,100.3895854166782,0.38958541667820157,0.38958541667819535,28,100.0,0.0,0.0,-1.9822425091406617
NIL/USDT:USDT,500,100.3893005727014,0.3893005727014014,0.38930057270141205,38,100.0,0.0,0.0,-2.5280213213500513
THE/USDT:USDT,500,100.38874757399729,0.38874757399729276,0.38874757399729454,40,100.0,0.0,0.0,-3.1196982809592178
1000BONK/USDT:USDT,500,100.38852315752482,0.3885231575248156,0.3885231575248227,42,100.0,0.0,0.0,-1.640312634388063
ZK/USDT:USDT,500,100.38844583944497,0.38844583944496947,0.388445839444973,43,100.0,0.0,0.0,-3.4249085640352908
JASMY/USDT:USDT,500,100.38776602905003,0.3877660290500273,0.38776602905001845,42,100.0,0.0,0.0,-1.3797540561030397
FLOKI/USDT:USDT,500,100.38671676951829,0.38671676951828715,0.3867167695182916,39,100.0,0.0,0.0,-2.010788972944317
PLUME/USDT:USDT,500,100.3863896863097,0.3863896863096983,0.38638968630970716,37,100.0,0.0,0.0,-1.5406878526884449
XAI/USDT:USDT,500,100.38336699529467,0.383366995294665,0.383366995294665,41,100.0,0.0,0.0,-2.3804046218872017
ARB/USDT:USDT,500,100.3833323399619,0.3833323399618962,0.38333233996190597,45,100.0,0.0,0.0,-3.9400581182534546
FET/USDT:USDT,500,100.38329457352495,0.38329457352494956,0.38329457352495044,32,100.0,0.0,0.0,-1.1835931193541416
PENGU/USDT:USDT,500,100.38310999797174,0.3831099979717436,0.3831099979717534,35,100.0,0.0,0.0,-4.6950659734057645
CKB/USDT:USDT,500,100.38223415526457,0.3822341552645696,0.3822341552645714,35,100.0,0.0,0.0,-1.5144291574970123
FIS/USDT:USDT,500,100.38164546381184,0.38164546381183584,0.3816454638118305,28,100.0,0.0,0.0,-0.6672557164771226
1000BONK/USDC:USDC,500,100.38159024553289,0.381590245532891,0.38159024553288123,43,100.0,0.0,0.0,-1.6487206018631277
POL/USDC:USDC,500,100.38071992799408,0.38071992799407894,0.3807199279940887,35,100.0,0.0,0.0,-0.9534814129388987
BABY/USDT:USDT,500,100.38035332336965,0.380353323369647,0.3803533233696532,36,100.0,0.0,0.0,-1.2485859162483706
10000SATS/USDT:USDT,500,100.38035146605093,0.38035146605092507,0.3803514660509322,31,100.0,0.0,0.0,-3.627275740147242
BNT/USDT:USDT,500,100.37991393474064,0.3799139347406424,0.37991393474063884,29,100.0,0.0,0.0,-1.4608040814450176
RESOLV/USDT:USDT,500,100.37943600708518,0.3794360070851752,0.37943600708516545,36,100.0,0.0,0.0,-1.1862793979089312
ATOM/USDT:USDT,500,100.37903422749156,0.3790342274915588,0.37903422749154814,33,100.0,0.0,0.0,-1.653154103111795
OG/USDT:USDT,500,100.378883390898,0.3788833908979967,0.3788833908979994,18,100.0,0.0,0.0,-0.2224260908336799
ZBCN/USDT:USDT,500,100.37877850906068,0.37877850906068034,0.37877850906067323,41,100.0,0.0,0.0,-3.4267215016213695
PARTI/USDT:USDT,500,100.37847658830745,0.3784765883074499,0.37847658830745257,35,100.0,0.0,0.0,-1.0037044647877884
SUSHI/USDT:USDT,500,100.37763853341764,0.3776385334176382,0.37763853341763465,38,100.0,0.0,0.0,-3.240046074616699
DRIFT/USDT:USDT,500,100.3771787269548,0.3771787269547957,0.3771787269547966,33,100.0,0.0,0.0,-2.945104664340023
ONE/USDT:USDT,500,100.37633223623286,0.37633223623285517,0.37633223623285694,43,100.0,0.0,0.0,-1.8042596567644267
KDA/USDT:USDT,500,100.37538745206733,0.37538745206732926,0.3753874520673328,40,100.0,0.0,0.0,-1.9918003003275662
ACH/USDT:USDT,500,100.37436416210292,0.3743641621029212,0.3743641621029248,41,100.0,0.0,0.0,-2.2422129392599075
NEWT/USDT:USDT,500,100.37359379328304,0.3735937932830353,0.37359379328303355,30,100.0,0.0,0.0,-0.85019478098347
DUSK/USDT:USDT,500,100.37244022104474,0.37244022104474084,0.3724402210447453,44,100.0,0.0,0.0,-1.8196970206555565
PORT3/USDT:USDT,500,100.37221571133637,0.37221571133636644,0.37221571133636555,39,100.0,0.0,0.0,-1.3144508262109758
ALGO/USDC:USDC,500,100.37194525080133,0.3719452508013319,0.371945250801331,33,100.0,0.0,0.0,-0.7899640139470917
GORK/USDT:USDT,500,100.37086905305159,0.37086905305159235,0.37086905305159235,40,100.0,0.0,0.0,-1.9929673103212646
WAL/USDT:USDT,500,100.37070220544646,0.37070220544646304,0.3707022054464604,41,100.0,0.0,0.0,-1.4980579613747258
TRB/USDT:USDT,500,100.37061512335644,0.3706151233564441,0.37061512335645475,38,100.0,0.0,0.0,-1.9370210731417572
SEI/USDT:USDT,500,100.37057112902599,0.3705711290259899,0.3705711290259872,42,100.0,0.0,0.0,-1.570781994573156
MELANIA/USDT:USDT,500,100.37003124979769,0.370031249797691,0.37003124979768653,39,100.0,0.0,0.0,-1.1134344434975987
MOVR/USDT:USDT,500,100.36973634591708,0.36973634591707594,0.36973634591708215,36,100.0,0.0,0.0,-1.4990667082825744
SIREN/USDT:USDT,500,100.36921367015337,0.36921367015337125,0.3692136701533677,27,100.0,0.0,0.0,-0.4646788760331456
1INCH/USDT:USDT,500,100.36819396183878,0.3681939618387844,0.36819396183878084,37,100.0,0.0,0.0,-1.9758780917348653
ORDI/USDC:USDC,500,100.36723760050265,0.36723760050264787,0.36723760050265675,38,100.0,0.0,0.0,-3.2117095147694683
ARB/USDC:USDC,500,100.36713040532078,0.3671304053207791,0.36713040532077024,44,100.0,0.0,0.0,-4.4501425266829555
S/USDT:USDT,500,100.36596188579799,0.3659618857979865,0.36596188579798294,38,100.0,0.0,0.0,-1.3747507735556925
ETHFI/USDT:USDT,500,100.36552194448593,0.3655219444859341,0.3655219444859359,41,100.0,0.0,0.0,-2.6511363322476167
DOGE/USDT:USDT,500,100.36544715052393,0.3654471505239343,0.3654471505239343,39,100.0,0.0,0.0,-1.4717167893341492
HMSTR/USDT:USDT,500,100.36528789429134,0.3652878942913418,0.3652878942913329,34,100.0,0.0,0.0,-2.219933841633357
1000PEPE/USDT:USDT,500,100.36489420796335,0.3648942079633457,0.36489420796335104,38,100.0,0.0,0.0,-2.2492788712680003
COOKIE/USDT:USDT,500,100.36420836033678,0.36420836033677517,0.36420836033677073,44,100.0,0.0,0.0,-2.410978014624442
CFX/USDT:USDT,500,100.36407626701353,0.36407626701353024,0.36407626701353557,39,100.0,0.0,0.0,-2.0609449916136313
AVA/USDT:USDT,500,100.36297417270113,0.3629741727011293,0.36297417270112486,38,100.0,0.0,0.0,-1.9966096515036489
NFP/USDT:USDT,500,100.36269013684102,0.36269013684102447,0.36269013684102624,42,100.0,0.0,0.0,-1.6036901371018815
REDSTONE/USDT:USDT,500,100.36245325775916,0.3624532577591566,0.3624532577591655,46,100.0,0.0,0.0,-2.0980579170197236
XCN/USDT:USDT,500,100.36034107975878,0.3603410797587827,0.3603410797587747,44,100.0,0.0,0.0,-1.8786733869057322
ES/USDT:USDT,500,100.35904810743298,0.359048107432983,0.359048107432991,32,100.0,0.0,0.0,-0.9965183495233007
CTK/USDT:USDT,500,100.3584516530182,0.35845165301819293,0.35845165301819915,31,100.0,0.0,0.0,-1.6836895090554254
VET/USDT:USDT,500,100.35780931430237,0.3578093143023722,0.35780931430238194,35,100.0,0.0,0.0,-2.1321880549603045
FLUX/USDT:USDT,500,100.35769790780496,0.3576979078049618,0.3576979078049547,36,100.0,0.0,0.0,-1.8704158264737072
SQD/USDT:USDT,500,100.35719931400153,0.3571993140015337,0.3571993140015328,42,100.0,0.0,0.0,-2.3062115814555915
ALT/USDT:USDT,500,100.35674334838049,0.3567433483804905,0.35674334838049493,39,100.0,0.0,0.0,-2.19589013402119
D/USDT:USDT,500,100.35658995886365,0.3565899588636512,0.3565899588636512,29,100.0,0.0,0.0,-1.7869015271700324
JOE/USDT:USDT,500,100.3565884625538,0.35658846255380183,0.3565884625537974,36,100.0,0.0,0.0,-1.9806123128491104
CELO/USDT:USDT,500,100.35652969587048,0.3565296958704778,0.3565296958704778,33,100.0,0.0,0.0,-1.9330208201778276
SLP/USDT:USDT,500,100.35555355208078,0.355553552080778,0.35555355208076733,42,100.0,0.0,0.0,-1.6717939551766678
OM/USDT:USDT,500,100.35534801926583,0.3553480192658327,0.35534801926582205,37,100.0,0.0,0.0,-1.63086863155963
ETC/USDT:USDT,500,100.3551610295613,0.3551610295613017,0.3551610295613017,35,100.0,0.0,0.0,-3.662216758359276
GRT/USDT:USDT,500,100.35445746081142,0.3544574608114175,0.35445746081141927,34,100.0,0.0,0.0,-1.4434507459449584
RFC/USDT:USDT,500,100.35424991078443,0.35424991078443213,0.35424991078443213,34,100.0,0.0,0.0,-3.4836449624508776
RARE/USDT:USDT,500,100.35357705035841,0.35357705035841036,0.35357705035841125,39,100.0,0.0,0.0,-1.3608632784996826
NTRN/USDT:USDT,500,100.35350581801025,0.35350581801024816,0.35350581801025793,40,100.0,0.0,0.0,-2.4749864878090966
ILV/USDT:USDT,500,100.35266705839969,0.3526670583996889,0.3526670583996916,34,100.0,0.0,0.0,-1.0395216776274674
ETC/USDC:USDC,500,100.35257207567638,0.3525720756763775,0.3525720756763828,33,100.0,0.0,0.0,-3.6550754250126833
HIFI/USDT:USDT,500,100.35227900110503,0.35227900110503185,0.35227900110503807,48,100.0,0.0,0.0,-0.6411397205221552
OMNINETWORK/USDT:USDT,500,100.35150722001566,0.35150722001566237,0.3515072200156677,42,100.0,0.0,0.0,-1.2799678547335813
DYDX/USDT:USDT,500,100.35111475200446,0.35111475200446307,0.3511147520044666,39,100.0,0.0,0.0,-2.3497986991281703
GPS/USDT:USDT,500,100.34975839244528,0.3497583924452812,0.3497583924452874,40,100.0,0.0,0.0,-1.397648986307181
VELODROME/USDT:USDT,500,100.34858857517135,0.3485885751713482,0.3485885751713491,45,100.0,0.0,0.0,-1.9970087182953504
DEEP/USDT:USDT,500,100.34802700790662,0.348027007906623,0.348027007906615,40,100.0,0.0,0.0,-1.1142706852535182
ONT/USDT:USDT,500,100.34646773570132,0.3464677357013244,0.34646773570132794,36,100.0,0.0,0.0,-2.9197241358544974
WLD/USDT:USDT,500,100.34603880336014,0.3460388033601447,0.34603880336014914,37,100.0,0.0,0.0,-1.7265980084820831
PROM/USDT:USDT,500,100.34529425154781,0.3452942515478128,0.3452942515478119,13,100.0,0.0,0.0,-0.3407788419764777
MINA/USDT:USDT,500,100.34393523240321,0.34393523240321144,0.3439352324032141,38,100.0,0.0,0.0,-1.0385942156274008
TURBO/USDT:USDT,500,100.34335810630846,0.3433581063084574,0.34335810630845565,38,100.0,0.0,0.0,-1.7852246948286452
AEVO/USDT:USDT,500,100.34322697496154,0.34322697496153864,0.3432269749615413,39,100.0,0.0,0.0,-2.344421773672461
MAGIC/USDT:USDT,500,100.34281009220697,0.34281009220697456,0.3428100922069799,42,100.0,0.0,0.0,-1.1324565231685468
HOME/USDT:USDT,500,100.34253372303564,0.34253372303564333,0.342533723035654,26,100.0,0.0,0.0,-1.0938599475994815
OBOL/USDT:USDT,500,100.34243262731243,0.3424326273124336,0.34243262731243895,36,100.0,0.0,0.0,-1.2364845364891923
W/USDT:USDT,500,100.34230737313989,0.3423073731398887,0.342307373139894,39,100.0,0.0,0.0,-1.4463651048224226
DOGE/USDC:USDC,500,100.34136843247788,0.3413684324778785,0.3413684324778732,38,100.0,0.0,0.0,-1.5867768202192272
GALA/USDC:USDC,500,100.34130951282562,0.3413095128256174,0.34130951282562716,37,100.0,0.0,0.0,-3.2250087433079417
IMX/USDT:USDT,500,100.34030974923341,0.3403097492334126,0.34030974923340285,42,100.0,0.0,0.0,-2.9939427388260333
