equity_start,equity_end,trades,profit_factor,win_rate_%,elapsed_sec,max_dd_frac,max_dd_%,monotonicity_sign,monotonicity_mag,total_fees,apr_%,daily_return_%,monthly_return_%,yearly_return_%
100.0,101.15349263333309,232,1.2188119936385489,28.879310344827587,1.0611441135406494,-0.012845579964023216,-1.2845579964023217,0.051351351351351354,0.05809474755875918,1.0207999999999957,242.51029123194826,0.6627958356149488,21.918511915526384,1014.7584699681937
