ts,param,value,equity_end,profit_factor,max_dd,monotonicity,trades,elapsed_sec,yaml,score
2025-09-13T07:35:19,strategy_params.tp_atr_mult,3.9,101.652352,2.236272,-0.849,22.727,31,3.6028101444244385,tune_tmp/t5m5000_slip16_s1_rays_strategy_params.tp_atr_mult_3p9.yaml,-182.4755076909091
2025-09-13T07:35:24,strategy_params.tp_atr_mult,4.1,101.555097,1.948995,-0.804,20.738,32,4.204632043838501,tune_tmp/t5m5000_slip16_s1_rays_strategy_params.tp_atr_mult_4p1.yaml,-162.2919879
2025-09-13T07:35:29,strategy_params.tp_atr_mult,4.2,101.630371,1.992492,-0.792,21.517,32,3.827132225036621,tune_tmp/t5m5000_slip16_s1_rays_strategy_params.tp_atr_mult_4p2.yaml,-159.7191606818182
2025-09-13T07:35:34,strategy_params.tp_atr_mult,4.4,101.468422,2.017872,-0.882,18.961,29,4.178571701049805,tune_tmp/t5m5000_slip16_s1_rays_strategy_params.tp_atr_mult_4p4.yaml,-249.85571905909092
2025-09-13T07:35:39,strategy_params.sl_atr_mult,1.0,101.950972,2.22086,-0.662,26.582,33,4.244509220123291,tune_tmp/t5m5000_slip16_s2_rays_strategy_params.sl_atr_mult_1p0.yaml,-115.2810071
2025-09-13T07:35:44,strategy_params.sl_atr_mult,1.04,101.630371,1.992492,-0.792,21.517,32,4.094372034072876,tune_tmp/t5m5000_slip16_s2_rays_strategy_params.sl_atr_mult_1p04.yaml,-159.7191606818182
2025-09-13T07:35:49,strategy_params.sl_atr_mult,1.08,101.57949,1.93263,-0.798,20.771,32,3.888493299484253,tune_tmp/t5m5000_slip16_s2_rays_strategy_params.sl_atr_mult_1p08.yaml,-162.29598954545455
2025-09-13T07:35:56,strategy_params.sl_atr_mult,1.12,101.570791,1.922755,-0.806,20.706,32,5.632530689239502,tune_tmp/t5m5000_slip16_s2_rays_strategy_params.sl_atr_mult_1p12.yaml,-162.55497624545455
2025-09-13T07:36:01,min-mom,0.0,101.950972,2.22086,-0.662,26.582,33,4.235163927078247,tune_tmp/t5m5000_slip16_s3_rays_min-mom_0p0.yaml,-115.2810071
2025-09-13T07:36:07,min-mom,0.022,101.950972,2.22086,-0.662,26.582,33,4.701496124267578,tune_tmp/t5m5000_slip16_s3_rays_min-mom_0p022.yaml,-115.2810071
2025-09-13T07:36:12,min-mom,0.024,101.950972,2.22086,-0.662,26.582,33,4.312428951263428,tune_tmp/t5m5000_slip16_s3_rays_min-mom_0p024.yaml,-115.2810071
2025-09-13T07:36:18,min-mom,0.026,101.950972,2.22086,-0.662,26.582,33,4.42111611366272,tune_tmp/t5m5000_slip16_s3_rays_min-mom_0p026.yaml,-115.2810071
