equity_start,equity_end,trades,profit_factor,win_rate_%,elapsed_sec,max_dd_frac,max_dd_%,monotonicity_sign,monotonicity_mag
100.0,103.62701654188187,74,1.039104058229025,29.72972972972973,9.031991720199585,-0.22859814855714386,-22.859814855714387,-0.40540540540540543,0.019177078320852
