symbol,side,entry_time,exit_time,entry,exit,tp,sl,reason,gross_return,net_return,notional,realized_pnl
KOMA/USDT:USDT,LONG,2025-08-21T08:50:00+00:00,2025-08-21T10:40:00+00:00,0.02912,0.02835,0.030739754536570258,0.02858405180775249,SL,-0.02644230769230769,-0.029042307692307687,80.0,-2.323384615384615
TUT/USDT:USDT,SHORT,2025-08-21T10:45:00+00:00,2025-08-21T10:55:00+00:00,0.06164,0.06203,0.06070206628167495,0.06195034571562226,SL,-0.006327060350421828,-0.008927060350421828,80.0,-0.7141648280337463
LA/USDT:USDT,SHORT,2025-08-21T10:55:00+00:00,2025-08-21T14:25:00+00:00,0.3577,0.3622,0.3481934869255997,0.3608455374143237,SL,-0.012580374615599675,-0.015180374615599675,80.0,-1.214429969247974
BSW/USDT:USDT,LONG,2025-08-21T14:25:00+00:00,2025-08-21T14:35:00+00:00,0.02721,0.027,0.02764302983646813,0.027066718068815693,SL,-0.007717750826901942,-0.010317750826901942,80.0,-0.8254200661521554
BB/USDT:USDT,SHORT,2025-08-21T14:35:00+00:00,2025-08-21T16:20:00+00:00,0.12667,0.12843,0.12170205837610555,0.1283138042137886,SL,-0.013894371200757746,-0.016494371200757744,80.0,-1.3195496960606197
M/USDT:USDT,LONG,2025-08-21T16:20:00+00:00,2025-08-21T16:30:00+00:00,0.4936,0.468,0.5149431191329791,0.48653793852217603,SL,-0.051863857374392135,-0.05446385737439214,80.0,-4.3571085899513715
KOMA/USDT:USDT,LONG,2025-08-21T16:35:00+00:00,2025-08-21T16:40:00+00:00,0.02831,0.02775,0.02960784822183207,0.027880564926599682,SL,-0.019780996114447124,-0.022380996114447126,80.0,-1.7904796891557702
FLOCK/USDT:USDT,LONG,2025-08-21T16:45:00+00:00,2025-08-21T17:05:00+00:00,0.2579,0.25235,0.2720900366712339,0.2532047672779006,SL,-0.021519968980224888,-0.024119968980224886,80.0,-1.929597518417991
SKL/USDT:USDT,LONG,2025-08-21T17:20:00+00:00,2025-08-21T19:35:00+00:00,0.03348,0.03289,0.03520409718598184,0.03290952666640307,SL,-0.017622461170848272,-0.02022246117084827,80.0,-1.6177968936678617
BIO/USDT:USDT,LONG,2025-08-21T19:35:00+00:00,2025-08-21T19:45:00+00:00,0.16,0.15622,0.1654120983626351,0.1582092321594222,SL,-0.023625000000000035,-0.026225000000000033,80.0,-2.0980000000000025
TA/USDT:USDT,SHORT,2025-08-21T19:50:00+00:00,2025-08-21T20:05:00+00:00,0.05034,0.05064,0.04945226581008014,0.050633735577547016,SL,-0.0059594755661500735,-0.008559475566150073,80.0,-0.6847580452920059
M/USDT:USDT,SHORT,2025-08-21T20:10:00+00:00,2025-08-21T20:50:00+00:00,0.4506,0.4604,0.43778974267213616,0.4548386880864255,SL,-0.021748779405237405,-0.024348779405237407,80.0,-1.9479023524189927
REX/USDT:USDT,LONG,2025-08-21T21:00:00+00:00,2025-08-21T22:15:00+00:00,0.04917,0.04803,0.05155493703541936,0.04838086642210389,SL,-0.023184868822452617,-0.025784868822452615,80.0,-2.0627895057962093
BIO/USDT:USDT,LONG,2025-08-21T22:15:00+00:00,2025-08-22T01:50:00+00:00,0.1705,0.18283,0.17985514465542118,0.16740454772430918,TP,0.07231671554252186,0.06971671554252186,80.0,5.5773372434017485
BIO/USDT:USDT,LONG,2025-08-22T01:50:00+00:00,2025-08-22T03:20:00+00:00,0.18283,0.1928,0.19163750845450828,0.17991575087902298,TP,0.054531532024284894,0.05193153202428489,80.0,4.154522561942791
BIO/USDT:USDT,LONG,2025-08-22T03:20:00+00:00,2025-08-22T03:35:00+00:00,0.1928,0.18792,0.20369542533991974,0.18919489602723244,SL,-0.02531120331950205,-0.027911203319502052,80.0,-2.2328962655601643
